#CODE;;ENGLISH;ENGLISH;
########################################;;;;
#JOBS;;;;
########################################;;;;
job_chancellor_greek;;Logothetes tou Dromou;;
job_marshal_greek;;Megas Domestikos;;
job_treasurer_greek;;Megas Logothetes;;
job_chancellor_welsh;;Gwas Ystafell;Chamberlain;
job_marshal_welsh;;Penteulu;Family Captain;
job_treasurer_welsh;;Distain;;
job_spiritual_welsh;;Offeiriad Teulu;Family Priest;
job_chancellor_swedish;;Kansler;;
job_marshal_swedish;;Marsk;Marsk;
job_treasurer_swedish;;Dróttinn;;
job_chancellor_danish;;Kansler;;
job_marshal_danish;;Marsk;Marsk;
job_treasurer_danish;;Dróttinn;;
job_chancellor_norwegian;;Kansler;;
job_marshal_norwegian;;Marsk;Marsk;
job_treasurer_norwegian;;Dróttinn;;
job_chancellor_scottish;;Great Chamberlain;Great Chamberlain;
job_marshal_scottish;;Marischal;;
job_treasurer_scottish;;Great Steward;Great Steward;
job_chancellor_english;;Lord Chancellor;Lord Chancellor;
job_marshal_english;;Lord Constable;Lord Constable;
job_treasurer_english;;Lord Steward;Lord Steward;
job_spiritual_saxon;;Capellan;;
job_chancellor_frankish;;Chancelier;;
job_marshal_frankish;;Connétable;Constable;
job_treasurer_frankish;;Sénéchal;Seneschal;
job_chancellor_occitan;;Chancelier;;
job_marshal_occitan;;Connétable;Constable;
job_treasurer_occitan;;Sénéchal;Seneschal;
job_marshal_castillan;;Alférez;Armour-Bearer;
job_chancellor_catalan;;Canceller;;
job_marshal_catalan;;Senescal;Armour-Bearer;
job_spymaster_catalan;;Torsimany;;
job_treasurer_catalan;;Mestre Racional;;
job_spiritual_catalan;;Confessor;;
job_viceroy name_catalan;;Virrei;;
job_treasurer_norman;;Bailli;;
job_chancellor_polish;;Kanclerz;;
job_marshal_polish;;Marszalek;;
job_treasurer_polish;;Podkomorzy;;
job_spymaster_polish;;Podkanclerzy;;
job_spiritual_polish;;Kapelan;;
job_marshal_serbian;;Vojvoda;;
job_chancellor_russian;;Dyak;;
job_marshal_russian;;Voevoda;;
job_treasurer_russian;;Tiun;;
job_spiritual_russian;;Duhovnik;Confessor;
job_spymaster_russian;;Tayny Sovetnik;;
job_chancellor_hungarian;;Intézö;;
job_marshal_hungarian;;Hadvezér;;
job_treasurer_hungarian;;Kamarás;Chamberlain;
job_spiritual_hungarian;;Udvari Káplán;;
job_spymaster_hungarian;;Kém;;
job_chancellor_andalusian_arabic;;Grand Vizier;;
job_marshal_romanian;;Spitar;;
job_marshal_armenian;;Sparapet;Constable;
job_spiritual_armenian;;Catholicos;Catholicos;
job_chancellor_german;;Kanzler;;
job_marshal_german;;Marschall;;
job_treasurer_german;;Schatzmeister;Treasurer;
job_spiritual_christian_german;;Hofprediger;;
job_spymaster_german;;Hofspitzel;;
job_chancellor_muslim_andalusian_arabic;;Grand Vizier;Grand Vizier;
job_chancellor_muslim_arabic;;Grand Vizier;Grand Vizier;
job_chancellor_muslim_altaic;;Grand Vizier;Grand Vizier;
job_chancellor_muslim_iranian;;Grand Vizier;Grand Vizier;
job_chancellor_muslim_north_african;;Grand Vizier;Grand Vizier;
job_chancellor_dutch;;Kanselier;;
job_spymaster_dutch;;Spionmeester;;
job_spiritual_dutch;;Hofpredikant;;
job_marshal_dutch;;Maarschalk;;
job_treasurer_dutch;;Penningmeester;;
job_treasurer_frisian;;Jildstikmaster;;
job_marshal_frisian;;Maarschalk;;
job_chancellor_frisian;;Kanselier;;
job_spymaster_frisian;;Spionmaster;;
job_spiritual_frisian;;Hofdominy;;
########################################;;;;
#TITLES;;;;
########################################;;;;
title_master_of_the_horse_swedish;;Stallmästare;;
