#CODE;;ENGLISH;ENGLISH;
d_degothers;the Goths;De Gothers;Goths;
d_degothers_adj;Gothic;De Gothers;Gothic;
d_devenders;the Wends;De Venders;Wends;
d_devenders_adj;Wendish;De Venders;Wendish;
k_austria;Austria;Österreich;Austria;
k_austria_adj;Austrian;Austrian;Austrian;
k_oldlivonia;Livonia;Livonija;Livonia;
k_oldlivonia_adj;Livonian;Livonijas;Livonian;
k_gardariki;Kievan Rus';Garðaríki;Gardarike;
k_gardariki_adj;Rus';Garðaríkr;Gardariker;
k_toulouse;Toulouse;Tolosa;Toulouse;
k_toulouse_adj;Toulouse;Tolosan;Tolosan;
k_flanders;Flanders;Flanders;Flanders;
k_flanders_adj;Flemish;Flamande;Flemish;
k_provence;Provence;Provença;Provence;
k_provence_adj;Provençal;Provençal;Provencal;
k_york;Scandinavian York;Jórvik;York;
k_york_adj;Scandinavian York;Jórvikian;Yorkish;
d_austrialombardic;Austria;Austria;Austria;
d_austrialombardic_adj;Austrian;Austrian;Austrian;
d_neustria;Neustria;Neustria;Neustria;
d_neustria_adj;Neustrian;Neustrian;Neustrian;
d_tuscia;Tuscia;Tuscia;Tuscia;
d_tuscia_adj;Tuscia;Tuscian;Tuscian;
d_amalfi;Amalfi;Amalfi;Amalfi;
d_amalfi_adj;Amalfi;Amalfitani;Amalfitani;
d_gaeta;Gaeta;Gaeta;Gaeta;
d_gaeta_adj;Gaetan;Gaetani;Gaetani;
d_lower_lorraine;Lower Lorraine;Niederlothringen;Lower Lorraine;
d_lower_lorraine_adj;Lower Lorrainian;Niederlothringishe;Lower Lorraine;
d_brabanttitular;Brabant;Brabrant;Brabrant;
d_brabanttitular_adj;Brabant;Brabrantian;Brabrantian;
k_valencia;Valencia;Valencia;Valencia;
k_valencia_adj;Valencian;Valenciana;Valencian;
k_spanish_galicia;Galicia;Galicia;Galicia;
k_spanish_galicia_adj;Galician;Gallega;Galician;
k_granada;Granada;Granada;Granada;
k_granada_adj;Granadan;Granadina;Granadine;
k_catalunya;Catalonia;Catalunya;Catalonia;
k_catalunya_adj;Catalan;Catalana;Catalan;
d_alba_de_tormes;Alba de Tormes;Alba de Tormes;Alba de Tormes;
d_alba_de_tormes_adj;Alba de Tormes;de Alba de Tormes;de Alba de Tormes;
d_alburquerque;Alburquerque;Alburquerque;Alburquerque;
d_alburquerque_adj;Alburquerque;de Alburquerque;Alburquerque;
d_cardona;Cardona;Cardona;Cardona;
d_cardona_adj;Cardona;de Cardona;Cardonan;
d_gandia;Gandia;Gandia;Gandia;
d_gandia_adj;Gandia;de Gandia;Gandian;
d_infantado;the Infantado;Infantado;Infantado;
d_infantado_adj;Infantado;de Infantado;Infantadan;
d_medina_sidonia;Medina-Sidonia;Medina Sidonia;Medina Sidonia;
d_medina_sidonia_adj;Medina-Sidonia;de Medina Sidonia;Medina Sidonian;
d_medinaceli;Medinaceli;Medinaceli;Medinaceli;
d_medinaceli_adj;Medinaceli;de Medinaceli;Medinacelian;
e_occitania;Occitania;Occitània;Occitania;
e_occitania_adj;Occitan;Occitan;Occitan;
d_sangermano;Terra Sancti Benedicti;Terra Sancti Benedicti;Terra Sancti Benedicti;
d_sangermano_adj;Terra;Bendicitian;Bendicitian;
d_swabia;Swabia;Schwaben;Swabia;
d_swabia_adj;Swabian;Schwäbische;Swabian;
d_carinthia;Carinthia;Kärnten;Carinthia;
d_carinthia_adj;Carinthian;Kärntenische;Carinthian;
d_saxony;Saxony;Sachsen;Saxony;
d_saxony_adj;Saxon;Sächsische;Saxon;
d_bavaria;Bavaria;Baiern;Bavaria;
d_bavaria_adj;Bavarian;Bairische;Bavarian;
d_franconia;Rhenish Franconia;Rheinfranken;Rhenish Franconia;
d_franconia_adj;Rhenish;Rheinisch;Franconian;
d_lauenburg;Lauenburg;Lauenburg;Lauenburg;
d_lauenburg_adj;Lauenburg;Lauenburgisch;Lauenburgian;
k_salerno;Salerno;Principato di Salerno;Salerno;
k_salerno_adj;Salernitan;Salernian;Salernian;
d_yatviags;the Yotvingians;Jotvingiai;Yatviag;
d_yatviags_adj;Yotvingian;Jotvingiu;Yatviagian;
d_pruthenians;Prussia;Prùsà;Pruthenians;
d_pruthenians_adj;Prussian;Prusu;Pruthenian;
d_curonian;the Curonians;Kurši;Curonians;
d_curonian_adj;Curonian;Kuršiu;Curonian;
d_zemigalians;the Semigallians;Zemgali;Semigallians;
d_zemigalians_adj;Semigallian;Zemgali;Semigallian;
d_lettigalians;the Latgalians;Latgali;Lettigallians;
d_lettigalians_adj;Latgalian;Latgali;Lettigallian;
d_esthonia;Estonia;Eesti;Estonians;Esthland,Adalsyssla,Eesti
d_esthonia_adj;Estonian;Eesti;Estonian;
d_narbonne;Narbonne;Narbona;Narbonne;
d_narbonne_adj;Narbonnese;Narbona;Narbonnese;
b_friis;Friis;Friis;;
b_vadskaer;Vadskær;Vadskær;;
b_ukena;Ukena;Ukena;;
b_fan_knyphausen;fan Knyphausen;fan Knyphausen;;
b_tjarksena;Tjarksena;Tjarksena;;
d_nordfrisland;Uthlande;Utlande;Utlande;Außenlande
d_nordfrisland_adj;Uthlande;Utlandr;Utlandish;
b_limbek;Limbekburgr;Limbekburgr;;Limbeck
b_wittenborg;Wittenborg;Wittenborg;;
b_warendorp;Warendorp;Warendorp;;
b_pat_luneburg;Lüneburg;Lüneburg;;
b_vorrade;Vorrade;Vorrade;;
b_bardewik;Bardewik;Bardewik;;
d_ugandians;the Ungannians;Ugandilased;Ugandians;
d_ugandians_adj;Ungannian;Ugandian;Ugandian;
d_oseelians;the Oeselians;Saarlased;Oselians;
d_oeelians_adj;Oeselian;Saarlanian;;
d_vironians;the Vironians;Virulased;Vironians;
d_vironians_adj;Vironian;Virulanian;Vironian;
d_rotalians;the Lääne;Läänelased;Rotalians;
d_rotalians_adj;Lääne;Läänemaaian;Rotalian;
d_estonia;the Estonians;Eestlased;Estonians;
d_estonia_adj;Estonian;Eestonian;Estonian;
