#CODE;;ENGLISH;ENGLISH;
b_trub;;Trub;;
b_kleinlutzel;;Kleinlützel;;
b_arlesheim;;Arlesheim;;
b_tuaida;;Tuaida;;
b_raothenburg;;Rothenburg;;
b_oricourt;;Oricourt;;
b_fondremand;;Fondremand;;
b_veselastraza;;Veselastraza;;
b_nasborg;;Nâsborg;;Næsborg
b_schenfeldt;;Schenfeldt;;
b_meldorf;;Meldorf;;Melsword
b_esesfeldt;;Esefelth;;
b_sankimost;;Sanki Most;;
b_gradiska;;Gradiska;;
b_bentheim;;Bentheim;;
b_nordhorn;;Nordhorn;;
b_emilcheim;;Emilcheim;;
b_mosbach;;Mosbach;;
b_moers;;Möers;;Meurs
b_krinvelde;;Krinvelde;;Krinvelde
b_duisburg;;Duisburg;;Duisburg
b_siegen;;Siegen;;
b_olpe;;Olpe;;
b_ermingardibruggern;;Ermingardibrüggern;;
b_lebno;;Lêbno;;
b_prenzlau;;Prenzlau;;
b_debno;;Debno;;
b_badorb;;Bad Orb;;
b_alsfeld;;Alsfeld;;
b_offenbach;;Offenbach;;
b_blankenheim;;Blankenheim;;
b_prum;;Prüm;;Prüm
b_mechernich;;Mechernich;;
b_bailen;;Bailén;;
b_anauyar;;Anauyar;;
b_martos;;Martos;;
b_jodan;;Jódan;;
b_laval;;Laval;;
b_ravno;;Ravno;;
b_jekablis;;Jekablis;;
b_lodz;;Lôdz;;
b_weissensfels;;Weissensfels;;
b_kupiskis;;Kupiskis;;
b_wittstock;;Wittstock;;
b_perleberg;;Perleberg;;
b_drysa;;Drysa;;
b_wolyn;;Wolyn;;
b_lopatyn;;Lopatyn;;
b_naglyak;;Nagylak;;
b_torokkanizsa;;Tórok Kanisza;;
b_krasso;;Krassó;;
b_orsova;;Ursova;;
b_dognagska;;Dognacska;;
b_resicabanya;;Resciabanya;;
b_ligneybarroias;;Liegny;;
b_scaaarpone;;Scarpone;;
b_mirecourt;;Mirecourt;;Meierhofen
b_rothenburg;;Rothenburg;;
b_comburg;;Comburg;;
b_staufer;;Staufer;;
b_gebsattle;;Gebsattle;;
b_dax;;Dax;;
b_weida;;Weida;;
b_voigtsberg;;Voigtsberg;;
b_ronneburg;;Ronneberg;;
b_schoneck;;Schöneck;;
b_gera;;Gera;;
b_greiz;;Greiz;;
b_fritzlar;;Fritzlar;;
b_darmstadt;;Darmstadt;;
b_wiesbaden;;Wiesbaden;;
b_lipporn;;Lipporn;;
b_sonnenberg;;Sonnenberg;;
b_biburc;;Biburc;;
b_moskebach;;Moskelbach;;
b_aschaffenburg;;Aschaffenburg;;
b_birstein;;Birstein;;
b_oestrich;;Oestrich;;
b_geisenheim;;Geisenheim;;
b_rudesheim;;Rüdesheim;;
b_lorch;;Lorch;;
b_laurenburg;;Laurenbrug;;
b_karlsburg;;Karlsburg;;
b_dettlebach;;Dettelbach;;
b_heunberg;;Heunberg;;
b_soune;;Soune;;
b_zweibrucken;;Zweibrücken;;Tweebruggen,Zweibrücken,Deux Ponts
b_veldenz;;Veldenz;;
b_hornbach;;Hornbach;;
b_vittlich;;Vittlich;;Wittlich
b_sclossveldenz;;Scloss Veldenz;;
b_sponheim;;Sponheim;;Spanheim
b_alteburg;;Alteburg;;
b_rheinfels;;Rheinfels;;
b_starkenburg;;Starkenburg;;
b_enkirch;;Enkirch;;
b_kreuznach;;Kreuznach;;
b_grevenburg;;Grevenburg;;
b_westerberg;;Westerberg;;
b_lich;;Lich;;
b_solms;;Solms;;
b_braunfels;;Braunfels;;
b_katz;;Katz;;
b_marksburg;;Marksburg;;
b_eberbach;;Erbach;;
b_rolandseck;;Rolandseck;;
b_godesburg;;Godesburg;;
b_wolkenburg;;Wolkenburg;;
b_drachenfels;;Drachenfels;;
b_konigswinter;;Königs Winter;;
b_schwanenburg;;Schwanenburg;;Zwanenburcht
b_altena;;Altena;;
b_hamm;;Hamm;;
b_gevelsberg;;Gevelsberg;;
b_nienbrugge;;Nienbrügge;;
b_hovel;;Hövel;;
b_vielsalm;;Vielsalm;;
b_neukirchen;;Neukirchen;;
b_hohnburg;;Hohenburg;;Hohenburg,Hohenbourg
b_homburg;;Homburg;;Hombourg
b_lipljan;;Lipljan;;
b_svetispas;;Svetispas;;
b_novobrdo;;Novobrdo;;Novamonte,Nyeuberghe,Artana
b_nerodimlje;;Nerodimlje;;
b_pinneberg;;Pinneberg;;
b_wilster;;Wilster;;
b_steinburg;;Steinburg;;
b_neumunster;;Wippendorf;;
b_glucksburg;;Glücksburg;;
b_lauenburg;;Lauenburg;;
b_burtscheid;;Burtscheid;;
b_ham;;Ham;;
b_vianden;;Vianden;;
b_montfort_gelre;;Montfort;;
b_gendt;;Gendt;;
b_zaltbommel;;Zaltbommel;;
b_straelen;;Straelen;;
b_elburg;;Elburg;;
b_harderwijk;;Harderwijk;;Harderwiek
b_hattem;;Hattem;;Attem
b_wageningen;;Wageningen;;Wageningue
b_nideggen;;Nideggen;;Nidecken
b_schleiden;;Schleiden;;Schleiden
b_kronenburg;;Kronenburg;;Kronenburg
b_zulpich;;Zülpich;;Zulpik
b_aldenhoven;;Aldenhoven;;Aldenhoven
b_arleux;;Arleux;;
b_saintspouplet;;Saint-Souplet;;
b_crevecoeursurlescaut;;Crévecour;;
b_esnes;;Esens;;
b_dachin;;D'Achin;;Anchin
b_lecateau;;Cateau;;
b_cihmay;;Chimay;;Chimay
b_maubeuge;;Maubeuge;;Mabuse
b_beaumonte;;Beumont;;
b_hallen;;Halle;;Hal,Halle
b_soignies;;Soignies;;Zinnik,Söglingen
b_lessines;;Lessines;;Lessen
b_schlossburg;;Schlossburg;;
b_coudeberg;;Coudeberg;;Coudenberg
b_nivelles;;Nivelles;;Nijvel
b_vilvoodre;;Vilvoodre;;Vilvoorde,Vilvorde
b_overijse;;Overijse;;
b_tervuren;;Tervuren;;Tervuren,Tervueren
b_affligem;;Affligem;;Afflighem
