PROV89;Kleve;;;;;;;;;;;;;
PROV448;Salzburg;;;;;;;;;;;;;
PROV457;Carniola;;;;;;;;;;;;;
PROV248;Thurgau;;;;;;;;;;;;;
PROV447;Ortenburg;;;;;;;;;;;;;
PROV117;Leuven;;;;;;;;;;;;;
PROV92;Antwerp;;;;;;;;;;;;;
PROV94;Mons;;;;;;;;;;;;;
PROV458;Merania;;;;;;;;;;;;;
PROV438;Hradec Králové;;;;;;;;;;;;;
PROV440;Olomouc;;;;;;;;;;;;;
PROV439;Plzen;;;;;;;;;;;;;
PROV362;Doudleby;;;;;;;;;;;;;
PROV363;Litomerice;;;;;;;;;;;;;
PROV436;Klodzko;;;;;;;;;;;;;
PROV437;Prague;;;;;;;;;;;;;
PROV446;Znojmo;;;;;;;;;;;;;
PROV743;Cyzicus;;;;;;;;;;;;;
PROV744;Biga;;;;;;;;;;;;;
PROV484;Cyclades;;;;;;;;;;;;;
PROV486;Chios;;;;;;;;;;;;;
PROV487;Aegean Islands;;;;;;;;;;;;;
PROV495;Gallipoli;;;;;;;;;;;;;
PROV496;Constantinople;;;;;;;;;;;;;
PROV1996;Tekirdag;;;;;;;;;;;;;
