d_curonian;title;;HIGH_CHIEF
d_curonian;foa;;HIGH_CHIEF_FOA
d_curonian;title_prefix;;TRIBE_OF
d_selonians;title;;HIGH_CHIEF
d_selonians;foa;;HIGH_CHIEF_FOA
d_selonians;title_prefix;;TRIBE_OF
d_talavians;title;;HIGH_CHIEF
d_talavians;foa;;HIGH_CHIEF_FOA
d_talavians;title_prefix;;TRIBE_OF
d_lettigalians;title;;HIGH_CHIEF
d_lettigalians;foa;;HIGH_CHIEF_FOA
d_lettigalians;title_prefix;;TRIBE_OF
d_zemigalians;title;;HIGH_CHIEF
d_zemigalians;foa;;HIGH_CHIEF_FOA
d_zemigalians;title_prefix;;TRIBE_OF
d_deltuvians;title;;HIGH_CHIEF
d_deltuvians;foa;;HIGH_CHIEF_FOA
d_deltuvians;title_prefix;;TRIBE_OF
d_yatviags;title;;HIGH_CHIEF
d_yatviags;foa;;HIGH_CHIEF_FOA
d_yatviags;title_prefix;;TRIBE_OF
d_pruthenians;title;;HIGH_CHIEF
d_pruthenians;foa;;HIGH_CHIEF_FOA
d_pruthenians;title_prefix;;TRIBE_OF
d_veleti;title;;HIGH_CHIEF
d_veleti;foa;;HIGH_CHIEF_FOA
d_veleti;title_prefix;;TRIBE_OF
d_wolinians;title;;HIGH_CHIEF
d_wolinians;foa;;HIGH_CHIEF_FOA
d_wolinians;title_prefix;;TRIBE_OF
d_chutizi;title;;HIGH_CHIEF
d_chutizi;foa;;HIGH_CHIEF_FOA
d_chutizi;title_prefix;;TRIBE_OF
d_leubuzzi;title;;HIGH_CHIEF
d_leubuzzi;foa;;HIGH_CHIEF_FOA
d_leubuzzi;title_prefix;;TRIBE_OF
d_glomacze;title;;HIGH_CHIEF
d_glomacze;foa;;HIGH_CHIEF_FOA
d_glomacze;title_prefix;;TRIBE_OF
d_sorbs;title;;HIGH_CHIEF
d_sorbs;foa;;HIGH_CHIEF_FOA
d_sorbs;title_prefix;;TRIBE_OF
d_obotrites;title;;HIGH_CHIEF
d_obotrites;foa;;HIGH_CHIEF_FOA
d_obotrites;title_prefix;;TRIBE_OF
d_lendians;title;;HIGH_CHIEF
d_lendians;foa;;HIGH_CHIEF_FOA
d_lendians;title_prefix;;TRIBE_OF
d_bohemians;title_prefix;;TRIBE_OF
d_drevlyans;title;;HIGH_CHIEF
d_drevlyans;foa;;HIGH_CHIEF_FOA
d_drevlyans;title_prefix;;TRIBE_OF
d_ulichs;title;;HIGH_CHIEF
d_ulichs;foa;;HIGH_CHIEF_FOA
d_ulichs;title_prefix;;TRIBE_OF
d_volhynians;title;;HIGH_CHIEF
d_volhynians;foa;;HIGH_CHIEF_FOA
d_volhynians;title_prefix;;TRIBE_OF
d_buzhans;title;;HIGH_CHIEF
d_buzhans;foa;;HIGH_CHIEF_FOA
d_buzhans;title_prefix;;TRIBE_OF
d_tivertsi;title;;HIGH_CHIEF
d_tivertsi;foa;;HIGH_CHIEF_FOA
d_tivertsi;title_prefix;;TRIBE_OF
d_meshcheras;title;;HIGH_CHIEF
d_meshcheras;foa;;HIGH_CHIEF_FOA
d_meshcheras;title_prefix;;TRIBE_OF
d_kryvians;title;;HIGH_CHIEF
d_kryvians;foa;;HIGH_CHIEF_FOA
d_kryvians;title_prefix;;TRIBE_OF
d_severians;title;;HIGH_CHIEF
d_severians;foa;;HIGH_CHIEF_FOA
d_severians;title_prefix;;TRIBE_OF
d_vyatichi;title;;HIGH_CHIEF
d_vyatichi;foa;;HIGH_CHIEF_FOA
d_vyatichi;title_prefix;;TRIBE_OF
d_dregovichi;title;;HIGH_CHIEF
d_dregovichi;foa;;HIGH_CHIEF_FOA
d_dregovichi;title_prefix;;TRIBE_OF
d_radimichi;title;;HIGH_CHIEF
d_radimichi;foa;;HIGH_CHIEF_FOA
d_radimichi;title_prefix;;TRIBE_OF
d_zyriane;danish;;Syrjænger
d_zyriane;russian;;Zyriane
d_zyriane;pommeranian;;Zyriane
d_zyriane;polish;;Zyriane
d_zyriane;bohemian;;Zyriane
d_zyriane;moravian;;Zyriane
d_zyriane;karantanci;;Zyriane
d_zyriane;croatian;;Zyriane
d_zyriane;serbian;;Zyriane
d_zyriane;bosnian;;Zyriane
d_zyriane;bulgarian;;Zyriane
d_maris;title;;HIGH_CHIEF
d_maris;foa;;HIGH_CHIEF_FOA
d_maris;title_prefix;;TRIBE_OF
d_maris;turkish;;Çirmislar
d_maris;turkmen;;Çirmislar
d_maris;oghuz;;Çirmislar
d_maris;uighur;;Çirmeslär
d_maris;mongol;;Çirmeslär
d_maris;cuman;;Çirmeslär
d_maris;pecheneg;;Çirmislar
d_maris;khazar;;Sarmäslar
d_maris;bolghar;;Sarmäslar
d_maris;avar;;Sarmäslar
d_maris;karluk;;Çirmeslär
d_maris;kasogi;;Çirmislar
d_maris;kirghiz;;Çirmeslär
d_maris;bashkir;;Çirmislar
d_maris_vetluga;turkish;;Tepe Çirmislar
d_maris_vetluga;turkmen;;Tepe Çirmislar
d_maris_vetluga;oghuz;;Tepe Çirmislar
d_maris_vetluga;uighur;;Tepe Çirmeslär
d_maris_vetluga;mongol;;Tepe Çirmeslär
d_maris_vetluga;cuman;;Tepe Çirmeslär
d_maris_vetluga;pecheneg;;Tepe Çirmislar
d_maris_vetluga;khazar;;Tuçi Sarmäslar
d_maris_vetluga;bolghar;;Tuçi Sarmäslar
d_maris_vetluga;avar;;Tuçi Sarmäslar
d_maris_vetluga;karluk;;Tepe Çirmeslär
d_maris_vetluga;kasogi;;Tepe Çirmislar
d_maris_vetluga;kirghiz;;Tepe Çirmeslär
d_maris_vetluga;russian;;Gornyye Cheremis
d_maris_vetluga;pommeranian;;Gornyye Cheremis
d_maris_vetluga;polish;;Gornyye Cheremis
d_maris_vetluga;bohemian;;Gornyye Cheremis
d_maris_vetluga;moravian;;Gornyye Cheremis
d_maris_vetluga;karantanci;;Gornyye Cheremis
d_maris_vetluga;croatian;;Gornyye Cheremis
d_maris_vetluga;serbian;;Gornyye Cheremis
d_maris_vetluga;bosnian;;Gornyye Cheremis
d_maris_vetluga;bulgarian;;Gornyye Cheremis
d_maris_vetluga;bashkir;;Tepe Çirmislar
d_meryas;title;;HIGH_CHIEF
d_meryas;foa;;HIGH_CHIEF_FOA
d_meryas;title_prefix;;TRIBE_OF
d_mordvins_erza;turkish;;Irçilar
d_mordvins_erza;turkmen;;Irçilar
d_mordvins_erza;oghuz;;Irçilar
d_mordvins_erza;uighur;;Ïrzälär
d_mordvins_erza;mongol;;Ïrzälär
d_mordvins_erza;cuman;;Ïrzälär
d_mordvins_erza;pecheneg;;Irçilar
d_mordvins_erza;khazar;;Irçëlar
d_mordvins_erza;bolghar;;Irçëlar
d_mordvins_erza;avar;;Irçëlar
d_mordvins_erza;karluk;;Ïrzälar
d_mordvins_erza;kasogi;;Irçilar
d_mordvins_erza;kirghiz;;Ïrzälär
d_mordvins_erza;bashkir;;Ïrzälar
d_mordvins;title;;HIGH_CHIEF
d_mordvins;foa;;HIGH_CHIEF_FOA
d_mordvins;title_prefix;;TRIBE_OF
d_mordvins;swedish;;Merdas
d_mordvins;danish;;Merdas
d_mordvins;gothic;;Merdas
d_mordvins;german;;Merdas
d_mordvins;low_german;;Merdas
d_mordvins;low_saxon;;Merdas
d_mordvins;thuringian;;Merdas
d_mordvins;franconian;;Merdas
d_mordvins;swabian;;Merdas
d_mordvins;bavarian;;Merdas
d_mordvins;low_frankish;;Merdas
d_mordvins;english;;Merdas
d_mordvins;frankish;;Merdas
d_mordvins;arpitan;;Merdas
d_mordvins;norman;;Merdas
d_mordvins;basque;;Merdas
d_mordvins;andalusian_arabic;;Tuqshi
d_mordvins;occitan;;Merdas
d_mordvins;castillan;;Merdas
d_mordvins;aragonese;;Merdas
d_mordvins;catalan;;Merdas
d_mordvins;leonese;;Merdas
d_mordvins;armenian;;Mordia
d_mordvins;greek;;Mordia
d_mordvins;east_gothic;;Mordens
d_mordvins;romanian;;Merdas
d_mordvins;alan;;Mordia
d_mordvins;sicilian_greek;;Mordia
d_mordvins;arberian;;Mordia
d_mordvins;georgian;;Mordia
d_mordvins;turkish;;Tuqšilar
d_mordvins;turkmen;;Tuqšilar
d_mordvins;oghuz;;Tuqšilar
d_mordvins;uighur;;Tuqšilar
d_mordvins;mongol;;Tuqšilär
d_mordvins;cuman;;Tuqšilar
d_mordvins;pecheneg;;Tuqšilar
d_mordvins;khazar;;Tuqšilar
d_mordvins;bolghar;;Tuqšilar
d_mordvins;avar;;Tuqšilar
d_mordvins;karluk;;Tuqšilar
d_mordvins;kasogi;;Tuqšilar
d_mordvins;kirghiz;;Tuqšilär
d_mordvins;bedouin_arabic;;Tuqshi
d_mordvins;maghreb_arabic;;Tuqshi
d_mordvins;levantine_arabic;;Tuqshi
d_mordvins;egyptian_arabic;;Tuqshi
d_mordvins;sicilian_arabic;;Tuqshi
d_mordvins;pommeranian;;Mordva
d_mordvins;polish;;Mordva
d_mordvins;bohemian;;Mordva
d_mordvins;moravian;;Mordva
d_mordvins;karantanci;;Mordva
d_mordvins;croatian;;Mordva
d_mordvins;serbian;;Mordva
d_mordvins;bosnian;;Mordva
d_mordvins;bulgarian;;Mordva
d_mordvins;bashkir;;Tuqšilar
d_mordvins;pahlavi;;Tuqshi
d_mordvins;persian;;Tuqshi
d_mordvins;tajik;;Tuqshi
d_mordvins;daylamite;;Tuqshi
d_mordvins;khalaj;;Tuqshi
d_mordvins;soghdian;;Tuqshi
d_mordvins;khwarezmi;;Tuqshi
d_mordvins;kurdish;;Tuqshi
d_mordvins;pashtun;;Tuqshi
