d_knights_templar;title;;GRANDMASTER
d_knights_templar;foa;;GRANDMASTER_FOA
d_teutonic_order;title;;HOCHMEISTER
d_teutonic_order;foa;;HOCHMEISTER_FOA
d_livonian_brothers_of_the_sword;title;;HOCHMEISTER
d_livonian_brothers_of_the_sword;foa;;HOCHMEISTER_FOA
d_knights_hospitaler;title;;GRANDMASTER
d_knights_hospitaler;foa;;GRANDMASTER_FOA
d_hashshashin;title;;GRANDHEADMASTER
d_hashshashin;foa;;GRANDHEADMASTER_FOA
d_bektashi;title;;DEDEBABA
d_bektashi;foa;;GRANDHEADMASTER_FOA
d_haruriyyah;title;;DEDEBABA
d_haruriyyah;foa;;GRANDHEADMASTER_FOA
d_jomsvikings;title;;WARCHIEF
d_jomsvikings;foa;;WARCHIEF_FOA
d_immortals;title;;GRANDMASTER
d_immortals;foa;;GRANDMASTER_FOA
d_zealots;title;;GRANDMASTER
d_zealots;foa;;GRANDMASTER_FOA
d_holy_sepulchre;title;;GRANDMASTER
d_holy_sepulchre;foa;;GRANDMASTER_FOA
d_saint_anthony;title;;GRANDMASTER
d_saint_anthony;foa;;GRANDMASTER_FOA
d_saint_addai;title;;GRANDMASTER
d_saint_addai;foa;;GRANDMASTER_FOA
d_sky_lords;title;;WARCHIEF
d_sky_lords;foa;;WARCHIEF_FOA
d_spirit_guardians;title;;WARCHIEF
d_spirit_guardians;foa;;WARCHIEF_FOA
d_warriors_perun;title;;WARCHIEF
d_warriors_perun;foa;;WARCHIEF_FOA
d_chosen_perkunas;title;;WARCHIEF
d_chosen_perkunas;foa;;WARCHIEF_FOA
d_sons_kaleva;title;;WARCHIEF
d_sons_kaleva;foa;;WARCHIEF_FOA
d_huitzilopochtli;title;;HIGHPRIEST
d_huitzilopochtli;foa;;GRANDMASTER_FOA
d_knights_santiago;title;;GRANDMASTER
d_knights_santiago;foa;;GRANDMASTER_FOA
d_knights_calatrava;title;;GRANDMASTER
d_knights_calatrava;foa;;GRANDMASTER_FOA
d_followers_arjuna;title;;GRANDMASTER
d_followers_arjuna;foa;;GRANDMASTER_FOA
d_ashokas_chosen;title;;GRANDMASTER
d_ashokas_chosen;foa;;GRANDMASTER_FOA
d_bulls_rishabha;title;;GRANDMASTER
d_bulls_rishabha;foa;;GRANDMASTER_FOA
d_zun_warriors;title;;GRANDMASTER
d_zun_warriors;foa;;GRANDMASTER_FOA
d_sunni_turkic_company;title;;CAPTAIN
d_sunni_turkic_company;foa;;CAPTAIN_FOA
d_sunni_cuman_company;title;;CAPTAIN
d_sunni_cuman_company;foa;;CAPTAIN_FOA
d_sunni_berber_company;title;;CAPTAIN
d_sunni_berber_company;foa;;CAPTAIN_FOA
d_sunni_bedouin_company;title;;CAPTAIN
d_sunni_bedouin_company;foa;;CAPTAIN_FOA
d_shiite_turkic_company;title;;CAPTAIN
d_shiite_turkic_company;foa;;CAPTAIN_FOA
