#CODE                                        ;SED+VIET;VIET;OTHER;SED;VANILLA
#zj_ordepchains.csv;;;;;
#zj_meltingpot_events.csv;;;;;
#zj_council_shuffling.csv;;;;;
#zj_Zhayedan.csv;;;;;
#zj_VIET_zhongguo.csv;;;;;
#zj_VIET_wafrica_stuff.csv;;;;;
#zj_VIET_random_mods_stuff.csv;;;;;
baron_female_andalusian_arabic               ;Wâli    ;Wâlia;;;
barony_andalusian_arabic                     ;        ;Wilayah;;;
baron_female_kurdish                         ;Wâli    ;Wâlia;;;
barony_of_kurdish                            ;        ;Wilayah of;;;
duke_female_kurdish                          ;        ;Emira;;;
king_female_kurdish                          ;        ;Sultana;;;
kingdom_of_kurdish                           ;        ;Sultanate of;;;
barony_kurdish                               ;        ;Wilayah;;;
kingdom_kurdish                              ;        ;Sultanate;;;
job_chancellor_kurdish                       ;        ;Grand Vizier;;;
baron_north_african                          ;        ;Wâli;;;
baron_female_north_african                   ;Wâli    ;Wâlia;;;
barony_of_north_african                      ;        ;Wilayah of;;;
count_north_african                          ;        ;Sheikh;;;
count_female_north_african                   ;        ;Shaykhah;;;
county_of_north_african                      ;        ;Sheikhdom of;;;
duke_north_african                           ;        ;Emir;;;
duke_female_north_african                    ;        ;Emira;;;
duchy_of_north_african                       ;        ;Emirate of;;;
king_north_african                           ;        ;Sultan;;;
king_female_north_african                    ;        ;Sultana;;;
kingdom_of_north_african                     ;        ;Sultanate of;;;
barony_north_african                         ;        ;Wilayah;;;
county_north_african                         ;        ;Sheikhdom;;;
duchy_north_african                          ;        ;Emirate;;;
kingdom_north_african                        ;        ;Sultanate;;;
job_chancellor_north_african                 ;        ;Grand Vizier;;;
emperor_north_african                        ;Padishah;Badshah;;;
#zj_VIET_pagan_stuff.csv;;;;;
#zj_VIET_other_romans_stuff.csv;;;;;
#zj_VIET_nicknames.csv;;;;;
#zj_VIET_narrative.csv;;;;;
#zj_VIET_monogatari.csv;;;;;
#zj_VIET_modifiers.csv;;;;;
#zj_VIET_marriage.csv;;;;;
#zj_VIET_love_like_and_hate.csv;;;;;
#zj_VIET_jordarkelf.csv;;;;;
#zj_VIET_jewish.csv;;;;;
karaite                                      ;        ;Karaite;;Karaite;Karaite
jewish                                       ;        ;Rabbinic;;Jewish;Jewish
samaritan                                    ;        ;Samaritan;;Samaritan;Samaritan
k_israel                                     ;        ;Israel;;Israel;Israel
#zj_VIET_ipad_misc_fun.csv;;;;;
#zj_VIET_historical.csv;;;;;
#zj_VIET_heresy_flavor.csv;;;;;
#zj_VIET_fantasy.csv;;;;;
#zj_VIET_eastern_religions_stuff.csv;;;;;
#zj_VIET_death.csv;;;;;
#zj_VIET_customization.csv;;;;;
#zj_VIET_cinnamon.csv;;;;;
#zj_VIET_bitter.csv;;;;;
#zj_VIET_ancillaries.csv;;;;;
#zj_VIET_Traits.csv;;;;;
#zj_VIET_Special_Events.csv;;;;;
#zj_VIET_Silk_Road.csv;;;;;
#zj_VIET_Scarborough_Fair.csv;;;;;
#zj_VIET_Republics_text.csv;;;;;
#zj_VIET_PB.csv;;;;;
temple_emperor_female_christian              ;        ;Empress-Bishop;;;
temple_king_female_catholic                  ;        ;Queen-Bishop;;;
temple_king_female_orthodox                  ;        ;Queen-Bishop;;;
temple_duke_female_catholic                  ;        ;Princess-Archbishop;;;
temple_duke_female_orthodox                  ;        ;Princess-Archbishop;;;
temple_count_female_catholic                 ;        ;Princess-Bishop;;;
city_emperor_female                          ;        ;Grand Princess;;;
emperor_title_ruler_consort_altaic           ;        ;Khagan;;;
emperor_title_ruler_consort_female_altaic    ;        ;Khatun;;;
king_title_ruler_consort_altaic              ;        ;Khan;;;
king_title_ruler_consort_female_altaic       ;        ;Khanum;;;
emperor_title_ruler_consort_greek            ;        ;Basileus;;;
baron_title_ruler_consort_arabic             ;        ;Wâli;;;
count_title_ruler_consort_arabic             ;        ;Sheikh;;;
duke_title_ruler_consort_arabic              ;        ;Emir;;;
king_title_ruler_consort_arabic              ;        ;Sultan;;;
baron_title_ruler_consort_turkish            ;        ;Timariot;;;
count_title_ruler_consort_turkish            ;        ;Bey;;;
duke_title_ruler_consort_turkish             ;        ;Beylerbey;;;
king_title_ruler_consort_turkish             ;        ;Sultan;;;
emperor_title_ruler_consort_turkish          ;        ;Padishah;;;
baron_title_ruler_consort_iranian            ;        ;Muqtab;;;
count_title_ruler_consort_iranian            ;        ;Wâli;;;
duke_title_ruler_consort_iranian             ;        ;Emir;;;
king_title_ruler_consort_iranian             ;        ;Sultan;;;
emperor_title_ruler_consort_iranian          ;        ;Shahanshah;;;
baron_title_ruler_consort_mongol             ;        ;Taishi;;;
count_title_ruler_consort_mongol             ;        ;Chief;;;
duke_title_ruler_consort_mongol              ;        ;High Chief;;;
duke_title_ruler_consort_pagan_group         ;        ;High Chief;;;
duke_title_ruler_consort_norse_pagan         ;        ;Jarl;;;
count_title_ruler_consort_pagan_group        ;        ;Chief;;;
baron_title_ruler_consort_pagan_group        ;        ;Hetman;;;
baron_title_ruler_consort_norse_pagan        ;        ;Lord;;;
temple_emperor_christian                     ;        ;Emperor-Bishop;;;
#zj_VIET_Intro_Text.csv;;;;;
#zj_VIET_Immersion_misc.csv;;;;;
title_despot                                 ;        ;Symbasileus;;Despot;Despot
title_despot_desc                            ;Symbasileus was a title bestowed upon the oldest sons of emperors when they were crowned as co-emperors alongside their fathers.;Symbasileus was a title bestowed upon the oldest sons of Emperors when they were crowned as co-Emperors alongside their Father.;;Despot is the highest honorary title in the Byzantine Empire, second only to the Emperor. It can only be granted to close relatives, traditionally the oldest son.;Despot is the highest honorary title in the Byzantine Empire, second only to the Emperor. It can only be granted to close relatives, traditionally the oldest son.
title_lawspeaker                             ;        ;Lawspeaker;;Lawspeaker;Lawspeaker
title_lawspeaker_desc                        ;Lawspeaker was a unique Scandinavian legal office. It has its basis in a common Germanic oral tradition, where wise men were asked to recite the law, but it was only in Scandinavia that the function evolved into an office.;A lawspeaker was a unique Scandinavian legal office. It has its basis in a common Germanic oral tradition, where wise men were asked to recite the law, but it was only in Scandinavia that the function evolved into an office.;;The lawspeaker memorizes the law of the realm and serves as its highest judicator. Needless to say, this comes with a great amount of prestige and responsibility.;The Lawspeaker memorizes the law of the realm and serves as its highest judicator. Needless to say, this comes with a great amount of prestige and responsibility.
title_noyan                                  ;        ;Dog of War;;Noyan;Noyan
