#CODE                                   ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,x,,,,,,,,,,,,,,,,;;;;
########################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#HRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#######################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
e_hre                                   ;Holy Roman Empire;Heiliges Römisches Reich;Swatá Rzímská Rzísse;Holy Roman Empire
e_hre_adj                               ;Imperial;Kaiserliche;;Holy Roman
k_germany                               ;Germany ;Deutschland;;Germany
k_germany_adj                           ;German  ;Deutsche;;German
k_lotharingia                           ;Lotharingia;Lotharingen;;Middle Francia
k_lotharingia_adj                       ;Lotharingian;Lotharingi;;Middle Francian
#Lower Lothringa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_lower_lorraine                        ;Lower Lorraine;Niederlothringen;Neder Lotharingen,Niederlothringen,Basse Lotharingie;
k_lower_lorraine_adj                    ;Lower Lorrainian;Niederlothringische;;
d_julich                                ;Jülich  ;Jülich;Juliers,Gulik;
d_julich_adj                            ;Jülich  ;Jülich;;
d_limburg                               ;Limburg ;Limburg;Limbourg;
d_limburg_adj                           ;Limburg ;Limburg;;
d_bouillon                              ;Bouillon;Bouillon;;
d_bouillon_adj                          ;Bouillon;Bouillon;;
d_koln                                  ;Cologne ;Köln;Keulen,Cologne;Cologne
d_koln_adj                              ;Colognian;Köln;;Colognian
d_liege                                 ;Liège   ;Liége;Lüttich,Luik,Liége;
d_liege_adj                             ;Liège   ;Liége;;
d_hainaut                               ;Hainaut ;Hainaut;Hennegau,Henegouwen;
d_hainaut_adj                           ;Hainaut ;Hainaut;;
#Saxony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_saxony                                ;Saxony  ;Sachsen;;Saxony
k_saxony_adj                            ;Saxon   ;Sächsische;;Saxon
d_wagria                                ;Wagria  ;Wagrien;Lybæk,Lybäck,Liubice,Lubeka,Lubek;
d_wagria_adj                            ;Wagrian ;Wagrien;;
d_westfalen                             ;Westphalia;Westfalen;;
d_westfalen_adj                         ;Westphalian;Westfalen;;
d_holstein                              ;Holstein;Holstein;;Holstein
d_holstein_adj                          ;Holstein;Holstein;;Holsteiner
d_brunswick                             ;Brunswick-Lüneburg;Braunschweig-Lüneburg;;Brunswick
d_brunswick_adj                         ;Brunswick-Lüneburg;Braunschweig-Lüneburg;;Brunswickian
d_brandenburg                           ;Brandenburg;Brandenburg;Branibór,Braniborz,Brennaburg,Brenna;Brandenburg
d_brandenburg_adj                       ;Brandenburg;Brandenburg;;Brandenburger
d_bishopmunster                         ;Münster ;Münster;;
d_bishopmunster_adj                     ;Münster ;Münstersche;;
d_osnabruck                             ;Osnabrück;Osnabrück;;
d_osnabruck_adj                         ;Osnabrück;Osnabrück;;
d_magdeburg                             ;Magdeburg;Magdeburg;;
d_magdeburg_adj                         ;Magdeburg;Magdeburg;;
d_bremen                                ;Bremen  ;Bremen;;
d_bremen_adj                            ;Bremian ;Bremen;;
d_saxewittenberg                        ;Wittenberg;Wittenberg;;
d_saxewittenberg_adj                    ;Wittenberg;Wittenberg;;
d_altmark                               ;Altmark ;Altmark;;
d_altmark_adj                           ;Altmark ;Altmärkische;;
d_angria                                ;Angria  ;Engern;;
d_angria_adj                            ;Angrian ;Engerische;;
d_lauenburg                             ;Lauenburg;Lauenburg;;
d_lauenburg_adj                         ;Lauenburgian;Lauenburg;;
#Bavaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_bavaria                               ;Bavaria ;Baiern;;Bavaria
k_bavaria_adj                           ;Bavarian;Baiern;;Bavarian
d_nuremberg                             ;Nuremberg;Nürnberg;;
d_nuremberg_adj                         ;Nuremberg;Nürnberg;;
d_nordgau                               ;Nordgau ;Nordgau;;
d_nordgau_adj                           ;Nordgau ;Nordgau;;
d_tyrol                                 ;Tyrol   ;Tirol;;Tyrol
d_tyrol_adj                             ;Tyrolean;Tirol;;
d_niederbayern                          ;Lower Bavaria;Niederbaiern;Rhaetia Secunda,Rhaitia Sekunda;
d_niederbayern_adj                      ;Lower Bavarian;Niederbairische;;
d_salzburg                              ;Salzburg;Salzburg;Iuvavum;
d_salzburg_adj                          ;Salzburger;Salzburg;;
d_osterreich                            ;Austria ;Österreich;Noricum Ripense;Austria
d_osterreich_adj                        ;Austrian;Österreichische;;Austrian
d_oberbayern                            ;Upper Bavaria;Oberbaiern;Rhaetia Prima,Rhaitia Prima;
d_oberbayern_adj                        ;Upper Bavarian;Oberbaiern;;
###########,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#Carinthia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_carinthia                             ;Carinthia;Kärnten;;
k_carinthia_adj                         ;Carinthian;Kärntenische;;
d_styria                                ;Styria  ;Steiermark;;
d_styria_adj                            ;Styrian ;Steiermark;;
d_merania                               ;Merania ;Merania;Merania,Meranien,Meránia,Meraniae,Meranije,Merano;
d_merania_adj                           ;Meranian;Merania;;
d_merania_adj_german                    ;        ;Meranien;;
#####,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,;;;;
#Franconia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_franconia                             ;Franconia;Franken;;
k_franconia_adj                         ;Franconian;Fränkische;;
d_hessen                                ;Hesse   ;Hessen;;
d_hessen_adj                            ;Hessian ;Hessische;;
d_rheinfranken                          ;Western Franconia;Westfranken;;
d_rheinfranken_adj                      ;Western Franconian;Westfranken;;
d_mainz                                 ;Mainz   ;Mainz;;
d_mainz_adj                             ;Mainz   ;Mainzische;;
d_ostfranken                            ;Eastern Franconia;Ostfranken;;
d_ostfranken_adj                        ;Eastern Franconian;Ostfranken;;
d_thuringia                             ;Thuringia;Thüringen;;Thüringia
d_thuringia_adj                         ;Thuringian;Thüringen;;Thüringian
d_bamberg                               ;Bamberg ;Bamberg;;
d_bamberg_adj                           ;Bamberg ;Bambergische;;
#Upper Lorraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_upper_lorraine                        ;Upper Lorraine;Oberlothringen;Opper Lotharingen,Oberlothringen,Haute Lotharingie;
k_upper_lorraine_adj                    ;Upper Lorrainian;Oberlothringische;;
d_barleduc                              ;Bar     ;Bar;;
d_barleduc_adj                          ;Bar     ;Barrois;;
d_upper_lorraine                        ;Lorraine;Lothringen;Lorreinen,Lothringen,Lorraine;Upper Lorraine
d_upper_lorraine_adj                    ;Lorrainian;Lothringische;;Upper Lorrainian
d_trier                                 ;Trier   ;Trier;Trèves;
d_trier_adj                             ;Trier   ;Trierische;;
d_zurich                                ;Zürich  ;Zürichgau;;
d_zurich_adj                            ;Zürich  ;Zürchische;;
d_pfalz                                 ;County Palatine of the Rhine;Pfalzgrafschaft bei Rhein;Paltsgraafschap aan de Rijn,Pfalzgrafschaft bei Rhein,Comté Palatinat du Rhin;
d_pfalz_adj                             ;Palatinate;Pfälzische;;
#Swabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_schwaben                              ;Swabia  ;Schwaben;;
k_schwaben_adj                          ;Swabian ;Schwaben;;
d_burgau                                ;Burgau  ;Burgau;;
d_burgau_adj                            ;Burgau  ;Burgau;;
d_zahringen                             ;Zähringen;Zähringen;;
d_zahringen_adj                         ;Zähringer;Zähringen;;
d_tubingen                              ;Tübingen;Tübingen;;
d_tubingen_adj                          ;Tübingen;Tübingen;;
d_teck                                  ;Teck    ;Teck;;
d_teck_adj                              ;Teck    ;Teck;;
d_ratien                                ;Raetia  ;Rätien;;
d_ratien_adj                            ;Raetian ;Rätien;;
d_chur                                  ;Chur    ;Chur;Curia;
d_chur_adj                              ;Chur    ;Churische;;
d_augsburg                              ;Augsburg;Augsburg;;
d_augsburg_adj                          ;Augsburg;Augsburgische;;
#Frisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_frisia                                ;Frisia  ;Fryslân;Fresland,Friesland,Frise,Frieslaand;Frisia
k_frisia_adj                            ;Frisian ;Fryske;;Frisian
d_frisia                                ;Frisia  ;Friesland;Fresland,Friesland,Frise,Freesland;
d_frisia_adj                            ;Frisian ;Friese;;
d_utrecht                               ;Utrecht ;Utrecht;Utert;
d_utrecht_adj                           ;Utrecht ;Utrechtse;;
#Burgundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_burgundy                              ;Burgundy;Bourgogne;Burgund;Burgundy
k_burgundy_adj                          ;Burgundian;Bourgogne;;Burgundian
d_upper_burgundy                        ;Burgundy;Bourgogne;;Upper Burgundy
d_upper_burgundy_adj                    ;Burgundian;Bourgogne;;Upper Burgundian
d_lyon                                  ;Lyon    ;Lyon;Lugdunum,Lougdounon;
d_lyon_adj                              ;Lyonnaise;Lyonnaise;;
d_aosta                                 ;Aosta   ;Aosta;;
d_aosta_adj                             ;Savoyard;Savoyard;;
d_basel                                 ;Basel   ;Basel;;
d_basel_adj                             ;Basel   ;Baslerische;;
d_arles                                 ;Arles   ;Arles;;
d_arles_adj                             ;Arlesian;Arlésien;;
d_provence                              ;Provence;Provença;;Provence
d_provence_adj                          ;Provençal;Provençal;;Provencal
#Bohemia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_bohemia                               ;Bohemia ;Czechy;Böhmen,Behmen,Bohemen,Czechy,Pihm,Boemías;Bohemia
k_bohemia_adj                           ;Bohemian;Ceský;;Bohemian
d_moravia                               ;Moravia ;Morawske;Morawa,Morawy,Mähren,Mähre,Mährn,Moravië,Mehren,Morvaország,Moravías;Moravia
d_bohemia                               ;Bohemia ;Czeske;Böhmen,Behmen,Bohemen,Czechy,Boemías;Bohemia
#################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#Greater Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
e_carpathia                             ;Hungary ;Magyarország;;Carpathia
e_carpathia_adj                         ;Hungarian;Magyar;;Carpathian
#Wallachia and Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_wallachia                             ;Wallachia;Wallachia;;
k_wallachia_adj                         ;Vlach   ;Wallachian;;
d_oltenia                               ;Oltenia ;Oltenia;;
d_oltenia_adj                           ;Oltenian;Oltenian;;
d_wallachia                             ;Muntenia;Muntenia;;Wallachia
d_wallachia_adj                         ;Muntenian;Muntenian;;Wallachian
k_moldau                                ;Moldova ;Moldova;;
k_moldau_adj                            ;Moldovan;Moldovenesc;;
d_moldau                                ;Upper Country;Tara de Sus;;Moldau
d_moldau_adj                            ;Moldovan;Moldovenesc;;Moldovian
d_basarabia                             ;Lower Country;Tara de Jos;;
d_basarabia_adj                         ;Moldovan;Moldovenesc;;
#Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_hungary                               ;Hungary ;Magyarország;Uhry,Wegry,Ungarn,Hongaarnlaand,Hongarije,Ugarska,Ungaria,Macaristan,Oungarías,Ungern,Ógrska,Ungariya,Hungarland,Ungerland,Ungar Uls;Hungary
k_hungary_adj                           ;Hungarian;Magyar;;Hungarian
d_esztergom                             ;Visegrád;Visegrád;Ostrihom,Gran,Pannonia Valeria;Esztergom
d_pecs                                  ;Somogy  ;Somogyország;Balaton,Fünfkirchen,Pannonia Prima;Pecs
d_pecs_adj                              ;Somogy  ;Somogyországian;;Pecsian
d_esztergom_adj                         ;Esztergom;Esztergomite;;Esztergomite
d_temes                                 ;Temes   ;Temes;;Temes
d_temes_adj                             ;Temes   ;Temesite;;Temesite
d_ungvar_adj                            ;Uzhhorod;Ungvaran;;Ungvaran
d_bacs                                  ;Bács    ;Bács;Bách,Baci,Batsch,Bach,Baç;
d_bacs_adj                              ;Bács    ;Bácsish;;
d_bacs_adj_moravian                     ;        ;Báchian;;
d_bacs_adj_bohemian                     ;        ;Báchian;;
d_bacs_adj_romanian                     ;        ;Bacish;;
d_bacs_adj_german                       ;        ;Batschian;;
d_bacs_adj_serbian                      ;        ;Bachian;;
d_bacs_adj_bosnian                      ;        ;Bachian;;
d_bacs_adj_croatian                     ;        ;Bachian;;
d_bacs_adj_turkish                      ;        ;Baçian;;
d_bacs_adj_oghuz                        ;        ;Baçian;;
d_bacs_adj_turkmen                      ;        ;Baçian;;
d_bacs_adj_pecheneg                     ;        ;Baçian;;
d_csanad                                ;Csanád  ;Csanád;Tschanad,Cenad,Chanad,Chanád,Morisena;
d_csanad_adj                            ;Csanád  ;Csanádian;;
d_csanad_adj_german                     ;        ;Tschanadian;;
d_csanad_adj_romanian                   ;        ;Cenadian;;
d_csanad_adj_bohemian                   ;        ;Chanadian;;
d_csanad_adj_moravian                   ;        ;Chanadian;;
d_csanad_adj_east_gothic                ;Morisena;Morisenan;;
d_csanad_adj_greek                      ;Morisena;Morisenan;;
d_csanad_adj_roman                      ;Morisena;Morisenan;;
d_pest                                  ;Bihar   ;Biharország;;Pest
d_pest_adj                              ;Bihar   ;Biharországian;;Pesti
d_pest_adj_romanian                     ;        ;Bihorian;;
d_pest_adj_moravian                     ;        ;Bihárian;;
d_pest_adj_bohemian                     ;        ;Bihárian;;
d_transylvania                          ;Transylvania;Erdélyország;Ardeal,Sedmohradsko,Siebenbürgen,Zevenburgen,Erdehstan,Siedmiogród;Transylvania
d_transylvania_adj                      ;Transylvanian;Erdélyországian;;Transylvanian
d_transylvania_adj_romanian             ;        ;Ardealian;;
d_transylvania_adj_moravian             ;        ;Sedmohradskoian;;
d_transylvania_adj_bohemian             ;        ;Sedmohradskoian;;
d_transylvania_adj_polish               ;        ;Siedmiogródian;;
d_transylvania_adj_german               ;        ;Siebenbürgish;;
d_transylvania_adj_turkish              ;        ;Erdehstanian;;
d_transylvania_adj_turkmen              ;        ;Erdehstanian;;
d_transylvania_adj_oghuz                ;        ;Erdehstanian;;
d_transylvania_adj_pecheneg             ;        ;Erdehstanian;;
d_nyitra                                ;Nitra   ;Nyitraország;Nyitra,Nitra,Neutra;Nyitra
d_nyitra_adj                            ;Nitra   ;Nyitraországian;;Nyitran
d_ujavar                                ;Abaúj   ;Újavár;;
d_ujavar_adj                            ;Abaúj   ;Újavárian;;
d_gyor                                  ;Gyõr    ;Gyõr;Ráb,Jura,Vjura,Raab,Pannonia Scarabantia,Pannonia Skarabantia;
d_gyor_adj                              ;Gyõr    ;Gyõrian;;
d_syrmia                                ;Syrmia  ;Srem;Pannonia Secunda,Sirmiou,Sriem,Syrmien,Szerém,Sirem;
d_syrmia_adj                            ;Syrmian ;Srem;;
d_syrmia_adj_greek                      ;        ;Syrmian;;
d_syrmia_adj_armenian                   ;        ;Syrmian;;
d_syrmia_adj_georgian                   ;        ;Syrmian;;
d_syrmia_adj_alan                       ;        ;Syrmian;;
d_syrmia_adj_arberian                   ;        ;Syrmian;;
d_syrmia_adj_roman                      ;        ;Syrmian;;
d_syrmia_adj_german                     ;        ;Syrmische;;
d_syrmia_adj_hungarian                  ;        ;Szeréman;;
d_syrmia_adj_turkish                    ;        ;Sireman;;
d_syrmia_adj_moravian                   ;        ;Srieman;;
#Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_croatia                               ;Croatia ;Hrvatska;Illyricum,Illyrikon;Croatia
k_croatia_adj                           ;Croatian;Hrvatski;;Croatian
d_croatia                               ;Croatia ;Hrvatska;;Croatia
d_croatia_adj                           ;Croatian;Hrvatski;;Croatian
d_slavonia_adj_hungarian                ;        ;Szlavónian;;
d_slavonia_adj_german                   ;        ;Slawonische;;
d_slavonia_adj_greek                    ;Pannonian;Pannonian;;
d_slavonia_adj_armenian                 ;Pannonian;Pannonian;;
d_slavonia_adj_georgian                 ;Pannonian;Pannonian;;
d_slavonia_adj_alan                     ;Pannonian;Pannonian;;
d_slavonia_adj_arberian                 ;Pannonian;Pannonian;;
d_slavonia_adj_roman                    ;Pannonian;Pannonian;;
d_dalmatia                              ;Dalmatia;Dalmacija;;Dalmatia
d_dalmatia_adj                          ;Dalmatian;Dalmacijan;;Dalmatian
d_dalmatia_adj_italian                  ;        ;Dalmazian;;
d_dalmatia_adj_ligurian                 ;        ;Dalmazian;;
d_dalmatia_adj_tuscan                   ;        ;Dalmazian;;
d_dalmatia_adj_venetian                 ;        ;Dalmàssian;;
d_dalmatia_adj_laziale                  ;        ;Dalmazian;;
d_dalmatia_adj_southern_italian         ;        ;Dalmazian;;
d_dalmatia_adj_neapolitan               ;        ;Dalmazian;;
d_dalmatia_adj_umbrian                  ;        ;Dalmazian;;
d_dalmatia_adj_sardinian                ;        ;Dalmazian;;
d_dalmatia_adj_sicilian                 ;        ;Dalmazian;;
d_dalmatia_adj_roman                    ;        ;Dalmatian;;
d_dalmatia_adj_greek                    ;        ;Dalmatiasan;;
d_dalmatia_adj_alan                     ;        ;Dalmatiasan;;
d_dalmatia_adj_arberian                 ;        ;Dalmatiasan;;
d_dalmatia_adj_georgian                 ;        ;Dalmatiasan;;
d_dalmatia_adj_armenian                 ;        ;Dalmatiasan;;
d_dalmatia_adj_german                   ;        ;Dalmatische;;
d_krk                                   ;Krk     ;Krk;Vegl,Veglia,Kyrikon,Curicta;
d_krk_adj                               ;Krk     ;Krku;;
d_krk_adj_german                        ;        ;Veglisch;;
d_krk_adj_italian                       ;        ;Veglian;;
d_krk_adj_venetian                      ;        ;Veglian;;
d_krk_adj_ligurian                      ;        ;Veglian;;
d_krk_adj_laziale                       ;        ;Veglian;;
d_krk_adj_southern_italian              ;        ;Veglian;;
d_krk_adj_tuscan                        ;        ;Veglian;;
d_krk_adj_neapolitan                    ;        ;Veglian;;
d_krk_adj_umbrian                       ;        ;Veglian;;
d_krk_adj_sardinian                     ;        ;Veglian;;
d_krk_adj_sicilian                      ;        ;Veglian;;
d_krk_adj_roman                         ;        ;Curictan;;
d_krk_adj_greek                         ;        ;Kyrikonan;;
d_krk_adj_arberian                      ;        ;Kyrikonan;;
d_krk_adj_armenian                      ;        ;Kyrikonan;;
d_krk_adj_georgian                      ;        ;Kyrikonan;;
d_krk_adj_alan                          ;        ;Kyrikonan;;
d_dalmatian_islands                     ;Hvar    ;Hvar;Lesina,Pharos,Pharina;
d_dalmatian_islands_adj                 ;Hvar    ;Hvaru;;
d_dalmatian_islands_adj_italian         ;        ;Lesina;;
d_dalmatian_islands_adj_venetian        ;        ;Lesina;;
d_dalmatian_islands_adj_ligurian        ;        ;Lesina;;
d_dalmatian_islands_adj_laziale         ;        ;Lesina;;
d_dalmatian_islands_adj_southern_italian;        ;Lesina;;
d_dalmatian_islands_adj_tuscan          ;        ;Lesina;;
d_dalmatian_islands_adj_neapolitan      ;        ;Lesina;;
d_dalmatian_islands_adj_umbrian         ;        ;Lesina;;
d_dalmatian_islands_adj_sardinian       ;        ;Lesina;;
d_dalmatian_islands_adj_sicilian        ;        ;Lesina;;
d_dalmatian_islands_adj_roman           ;        ;Pharinan;;
d_dalmatian_islands_adj_greek           ;        ;Pharos;;
d_dalmatian_islands_adj_arberian        ;        ;Pharos;;
d_dalmatian_islands_adj_armenian        ;        ;Pharos;;
d_dalmatian_islands_adj_georgian        ;        ;Pharos;;
d_dalmatian_islands_adj_alan            ;        ;Pharos;;
#Bosnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_bosnia                                ;Bosnia  ;Bosna;;Bosnia
k_bosnia_adj                            ;Bosnian ;Bosanci;;Bosnian
d_bosnia                                ;Bosnia  ;Bosna;;Bosnia
d_bosnia_adj                            ;Bosnian ;Bosanci;;Bosnian
d_usora_i_soli                          ;Usora   ;Usora;;
d_usora_i_soli_adj                      ;Usora   ;Usoran;;
#####################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
e_italy                                 ;Italy   ;Italia;;Italia
e_italy_adj                             ;Italian ;Italiano;;Italian
#Lombardy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_italy                                 ;Italy   ;Lombardia;Italia Annonaria,Annonaria;Italy
k_italy_adj                             ;Italian ;Lombardian;;Italian
d_aquileia                              ;Friuli  ;Friùli;;
d_aquileia_adj                          ;Friulan ;Friulano;;
d_verona                                ;Verona  ;Verona;Venetia;Verona
d_verona_adj                            ;Veronese;Verona;;Veronian
d_modena                                ;Modena and Reggio;Modena;Mutina,Moutine;Modena
d_modena_adj                            ;Modena  ;Modenan;;Modenian
d_lucca                                 ;Lucca   ;Lucca;Luca,Louka;
d_lucca_adj                             ;Luccan  ;Lucca;;
d_sovana                                ;Sovana  ;Sovana;Suana,Souana;
d_sovana_adj                            ;Sovana  ;Sovana;;
d_siena                                 ;Siena   ;Siena;Saena;
d_siena_adj                             ;Siena   ;Siena;;
d_mantua                                ;Mantua  ;Mantua;Mantoua;
d_mantua_adj                            ;Mantuan ;Mantua;;
d_parma                                 ;Parma   ;Parma;Aemilia;
d_parma_adj                             ;Parmese ;Parmese;;
d_savona                                ;Savona  ;Savona;Savo;
d_savona_adj                            ;Savonese;Savonian;;
d_monferrato                            ;Montferrat;Monferrato;;
d_monferrato_adj                        ;Montferrat;Monferratian;;
d_toscana                               ;Florence;Firenze;Tuscia;Tuscany
d_toscana_adj                           ;Florentine;Firenze;;Tuscan
d_lombardia                             ;Milan   ;Milano;;Lombardy
d_lombardia_adj                         ;Milanese;Milano;;Lombard
d_genoa                                 ;Genoa   ;Genova;;Genoa
d_genoa_adj                             ;Genoese ;Genova;;Genoese
d_pisa                                  ;Pisa    ;Pisa;Pisae,Pisai;Pisa
d_pisa_adj                              ;Pisan   ;Pisa;;Pisan
d_massa                                 ;Massa   ;Massa;;
d_massa_adj                             ;Massa   ;Massa;;
d_saluzzo                               ;Saluzzo ;Saluzzo;Alpes Maritimae;
d_saluzzo_adj                           ;Saluzzo ;Saluzzo;;
d_ivrea                                 ;Ivrea   ;Ivrea;Alpes Cottiae;
d_ivrea_adj                             ;Ivrea   ;Ivrea;;
#Sardinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_sardinia                              ;Sardinia;Sardinia;;Sardinia and Corsica
k_sardinia_adj                          ;Sardinian;Sardinia;;Sardinian and Corsican
d_corsica                               ;Corsica ;Corsica;Corsicae,Korsís;Corsica
d_corsica_adj                           ;Corsican;Corsica;;Corsican
#Venice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_venice                                ;Venice  ;Venezia;Venexia;Venice
k_venice_adj                            ;Venetian;Veneti;;Venetian
d_venice                                ;Venice  ;Venezia;Venexia;Venice
d_venice_adj                            ;Venetian;Veneto;;Venetian
#Sankt Peter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_patrimoniumpetri                      ;Patrimonium Sancti Petri;Patrimonium Sancti Petri;Exarchatus Ravennatis,Exarchos Ravenna;
k_patrimoniumpetri_adj                  ;Holy    ;Sanctimonialis;;
d_ancona                                ;Ancona  ;Ancona;Picenum Suburbicarum,Pikentine;Ancona
d_ancona_adj                            ;Ancona  ;Ancona;;Anconitan
d_ravenna                               ;Ravenna ;Ravenna;Flaminia et Picenum;
d_ravenna_adj                           ;Ravenna ;Ravenna;;
d_urbino                                ;Urbino  ;Urbino;Umbria,Umbrike;
d_urbino_adj                            ;Urbino  ;Urbino;;
d_ferrara                               ;Ferrara ;Ferrara;;Ferrara
#Siciliy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_sicily                                ;Sicily  ;Sicilia;Suburbicaria,Italías;Sicily
k_sicily_adj                            ;Sicilian;Siciliani;;Sicilian
d_tarent                                ;Taranto ;Taranto;Tarentum,Taras;
d_tarent_adj                            ;Tarantino;Taranto;;
d_venosa                                ;Venosa  ;Venosa;;
d_venosa_adj                            ;Venosa  ;Venosa;;
d_napoli                                ;Naples  ;Napoli;Neapolis;
d_napoli_adj                            ;Neapolitan;Napolian;;
d_capua                                 ;Capua   ;Capua;;Capua
d_capua_adj                             ;Capuan  ;Capua;;Capuan
d_sicily                                ;Sicily  ;Sicilia;Sikelias,Siqilliyah,Sqilya;Sicily
d_sicily_adj                            ;Sicilian;Siciliani;;Sicilian
d_apulia                                ;Apulia  ;Puglia;Apulia et Calabria,Longobardias;Apulia
d_apulia_adj                            ;Apulian ;Pugliani;;Apulian
d_salerno                               ;Salerno ;Salerno;Lukania;Salerno
d_calabria                              ;Calabria;Calabria;Lucania et Brutii,Kalabrias;Calabria
d_calabria_adj                          ;Calabrian;Calabria;;Calabrian
d_gaeta                                 ;Gaeta   ;Gaeta;Caieta,Kaiete;
d_gaeta_adj                             ;Gaetan  ;Gaeta;;
d_atri                                  ;Atri    ;Atri;Adria;
d_atri_adj                              ;Atri    ;Atri;;
d_bari                                  ;Bari    ;Bari;;
d_bari_adj                              ;Bari    ;Bari;;
####################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
#Poland-Lithuanian commonwealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
e_poland                                ;Poland  ;Polska-Lietuva;;
e_poland_adj                            ;Polish  ;Polski-Lietuvo;;
#Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;
k_poland                                ;Poland  ;Polska;Pulinaland;Poland
k_poland_adj                            ;Polish  ;Polski;;Polish
d_greater_poland                        ;Greater Poland;Wielkopolska;Grosspolen,Velkopolsko;Greater Poland
