#CODE   ;SED     ;SWMH;OTHER;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,;;;;
#New provinces,,,,,,,,,,,,,,;;;;
########################################,,,,,,,,,,,,,,;;;;
PROV909 ;White Desert;White Desert;;Sahara Desert
PROV911 ;Timbuktu;Timbuktu;c_timbuktu;Timbuktu
PROV912 ;Aoudaghost;Awdaghust;c_aoudaghost;Aoudaghost
PROV913 ;Ghana   ;Wagadu;c_ghana;Wagadu
PROV914 ;Gao     ;Gao;c_gao;Gao
PROV915 ;Djenné  ;Jenné;c_djenne;Djenné
PROV916 ;Taghaza ;Taghaza;c_taghaza;Taghaza
PROV917 ;Araouane;Arawán;c_araouane;Araouane
PROV918 ;Sijilmasa;Sijilmása;c_sijilmasa;Sijilmasa
PROV919 ;Oualata ;Walata;c_oualata,Iwalatan,Biru;Oualata
PROV920 ;Ouadane ;Wadán;c_ouadane;Ouadane
PROV921 ;Idjil   ;Idjil;c_idjil,Izal;Bir Um Grein
PROV922 ;Tadmekka;Tadmekka;c_tadmekka;Tadmekka
PROV923 ;Adrar Plateau;Adrar Plateau;;Adrar Plateau
PROV924 ;Western Sahara;Western Sahara;;Western Sahara
PROV925 ;Manding ;Manding;c_mali;Niani
PROV926 ;Bambouk ;Bambuk;c_bambuk;Bambuk
PROV927 ;Zarma   ;Zarma;c_zarma;Yuari
PROV928 ;Gurma   ;Gurma;c_gurma;Gurma
#PROV929,Abruzzo,Abruzzo,Abruzzo,,Abruzzo,,,,,x,,,,;;;;
#PROV930,Bar,,,,,,,,,,,,,x;;;;
PROV931 ;Möre    ;Möre;c_more,Möre;Möre
PROV932 ;Värend  ;Värend;c_tjust;Tjust
PROV933 ;Roslavl ;Roslavl;c_roslavl;Roslavl
PROV934 ;Lahoysk ;Logozsk;c_lepiel;Lukoml
#PROV935,Amalfi,Amalfi,Amalfi,,Amalfi,,,,,x,,,,;;;;
PROV936 ;Hvar    ;Hvar;c_hvar,Lesina,Pharos,Pharina;Cyclades
#PROV937,Marsico,Marsico,Marsico,,Marsico,,,,,x,,,,;;;;
PROV938 ;Polimlje;Polimlje;c_polimlje;Coast of Egypt
#PROV939,Phrygía,Phrygía,Phrygía,,Phrygía,,,,,x,,,,;;;;
PROV940 ;Mosynopolis;Mosynopolis;c_mosynopolis,Gyumyurdzina,Gümülcine;Sea of Palestine
#PROV941,Amaseia,Amaseia,Amaseia,,Amaseia,,,,,x,,,,;;;;
#PROV942,Saarbrücken,,,,,,,,,,,,,x;;;;
PROV943 ;Knin    ;Knin;c_knin,Tininum;Näsijärvi
#PROV944,Brac,Brac,Brac,,Brac,,,,,x,,,,;;;;
PROV945 ;Ceredigion;Ceredigion;c_ceredigion,Ceredigion,Cardigan;Levantine Sea
PROV946 ;Carmarthen;Ystrad Tywi;c_ystrad_tywi,Ystrad Tywi,Carmarthen;Cilician Sea
PROV947 ;Brecknock;Brycheiniog;c_brycheiniog,Brycheiniog,Brecknock;Sea of Marmara
#PROV948,Gleiberg,,,,,,,,,,,,,x;;;;
PROV949 ;Powys Wenwynwyn;Powys Wenwynwyn;c_powys_wenwynwyn,Powys Wenwynwyn,Powis Wenwynwyn;Coast of Taurida
PROV950 ;Ellumsyssel;Ellæmsysæl;c_southern_jylland,Süderjütland,Sillende,Sillendi,Sinlendi;Black Sea
#PROV951,Schwerin,,,,,,,,,,,,,x;;;;
#PROV952,Hanau,,,,,,,,,,,,,x;;;;
#PROV953,Bentheim,,,,,,,,,,,,,x;;;;
#PROV954,Zeitz,,,,,,,,,,,,,x;;;;
#PROV955,Augsburg,,,,,,,,,,,,,x;;;;
#PROV956,,,,,,,,,,,,,,;;;;
#PROV957,Reggio nell Emilia,Reggio nell Emilia,Reggio nell Emilia,,Reggio nell Emilia,,,,,x,,,,;;;;
#PROV958,Duino,,,,,,,,,,,,,x;;;;
PROV959 ;Vodica  ;Vodica;c_vodica;Mälaren
#PROV960,Wertheim,,,,,,,,,,,,,x;;;;
PROV961 ;Branicevo;Branicevo;c_branicevo,Viminakion,Viminacion,Viminacium,Alaga Hisar;Hjälmaren
PROV962 ;Braslaw ;Braslaw;c_braslaw;Vättern
PROV963 ;Jersika ;Jersika;c_jeriska;Vänern
PROV964 ;Richmond;Richmond;c_richmond,Ghellinges,Gellinges;White Sea
PROV965 ;Travunija;Travunija;c_travunija,Terbounia,Trebigne,Trebing;Strait of Dover
PROV966 ;Vorotynsk;Vorotynsk;c_vorotynsk;The Solent
