#CODE                                                 ;SED2    ;SWMH;OTHERSWMH;SED1;VANILLA
#CODE,ENGLISH,FRENCH,GERMAN,,SPANISH,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
#GREEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
baron_greek                                           ;Drungary;Droungarios;;Tourmarches;
baron_female_greek                                    ;Countess;Komissa;;Tourmarchissa;
baron_title_ruler_consort_greek                       ;Drungary;Droungarios;;Tourmarches;
baron_title_ruler_consort_female_greek                ;Countess;Komissa;;Tourmarchissa;
count_greek                                           ;Tourmarches;Tourmarches;;;
count_female_greek                                    ;Tourmarchissa;Tourmarchissa;;;
count_title_ruler_consort_greek                       ;Tourmarches;Tourmarches;;;
count_title_ruler_consort_female_greek                ;Tourmarchissa;Tourmarchissa;;;
duke_greek                                            ;Dux     ;Doux;;;Doux
duke_female_greek                                     ;        ;Doukissa;;;
duke_title_ruler_consort_greek                        ;        ;Doux;;Doux;
duke_title_ruler_consort_female_greek                 ;        ;Doukissa;;Doukissa;
king_greek                                            ;        ;Despotes;;Despot;Despot
king_female_greek                                     ;        ;Despoina;;Despoina;
king_title_ruler_consort_greek                        ;        ;Despotes;;Despot;
king_title_ruler_consort_female_greek                 ;        ;Despoina;;Despoina;
emperor_greek                                         ;        ;Basileus;;Basileus;Basileus
emperor_female_greek                                  ;        ;Basilissa;;Basilissa;Basilissa
emperor_title_ruler_consort_female_greek              ;        ;Basilissa;;Basilissa;
title_prince_greek                                    ;        ;Kaisar;;Kaisar;
title_prince_female_greek                             ;        ;Kaisarissa;;Kaisarissa;
barony_of_greek                                       ;        ;Kastron;;;
county_of_greek                                       ;        ;Tourma;;;
duchy_of_greek                                        ;        ;Thema;;;
kingdom_of_greek                                      ;        ;Despotate of;;Despotate of;
city_baron_greek                                      ;        ;Kephale;;Kephale;
city_count_greek                                      ;        ;Archon;;Archon;
city_duke_greek                                       ;        ;Protarchon;;Protarchon;
city_king_greek                                       ;        ;Protodoux;;Protodoux;
city_emperor_greek                                    ;        ;Megas Kyrios;;Megas Kyrios;
city_barony_of_greek                                  ;        ;Kephalatikion;;;
city_county_of_greek                                  ;        ;Polis;;;
city_duchy_of_greek                                   ;        ;Politeia;;;
city_kingdom_of_greek                                 ;        ;Archipoliteia;;;
city_empire_of_greek                                  ;        ;Dynasteia;;;
temple_count_greek                                    ;        ;Episkopos;;;
temple_duke_greek                                     ;        ;Archiepiskopos;;;
vice_royalty_count_greek                              ;        ;Strategos;;;
vice_royalty_duke_greek                               ;        ;Strategos;;;
vice_royalty_king_greek                               ;        ;Exarchos;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
#SWEDISH,,DANISH,and,NORWEGIAN,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
########################################,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;;;;;
baron_danish                                          ;        ;Herra;;;
baron_gothic                                          ;        ;Herra;;;
baron_icelandic                                       ;        ;Herra;;;
baron_swedish                                         ;        ;Herra;;;
baron_norwegian                                       ;        ;Herra;;;
baron_female_danish                                   ;        ;Frú;;;
baron_female_gothic                                   ;        ;Frú;;;
baron_female_icelandic                                ;        ;Frú;;;
baron_female_swedish                                  ;        ;Frú;;;
baron_female_norwegian                                ;        ;Frú;;;
count_norse                                           ;        ;Thane;;;
count_danish                                          ;        ;Herra;;;
count_icelandic                                       ;        ;Landnámaður;;;
count_gothic                                          ;        ;Herra;;;
count_swedish                                         ;        ;Herra;;;
count_norwegian                                       ;        ;Lendr maðr;;;
count_female_icelandic                                ;        ;Frú;;;
count_female_gothic                                   ;        ;Frú;;;
count_female_danish                                   ;        ;Frú;;;
count_female_swedish                                  ;        ;Frú;;;
count_female_norwegian                                ;        ;Frú;;;
duke_danish                                           ;        ;Jarl;;Jarl;
duke_icelandic                                        ;        ;Jarl;;Jarl;
duke_gothic                                           ;        ;Jarl;;Jarl;
duke_swedish                                          ;        ;Jarl;;Jarl;
duke_norwegian                                        ;        ;Jarl;;Jarl;
duke_female_danish                                    ;        ;Frú;;;
duke_female_gothic                                    ;        ;Frú;;;
duke_female_icelandic                                 ;        ;Frú;;;
duke_female_swedish                                   ;        ;Frú;;;
duke_female_norwegian                                 ;        ;Frú;;;
king_danish                                           ;        ;Konungr;;;
king_gothic                                           ;        ;Konungr;;;
king_icelandic                                        ;        ;Konungr;;;
king_norse                                            ;        ;Konungr;;;
king_swedish                                          ;        ;Konungr;;;
king_norwegian                                        ;        ;Konungr;;;
king_female_norse                                     ;        ;Dróttning;;;
king_female_icelandic                                 ;        ;Dróttning;;;
king_female_gothic                                    ;        ;Dróttning;;;
king_female_danish                                    ;        ;Dróttning;;;
king_female_swedish                                   ;        ;Dróttning;;;
king_female_norwegian                                 ;        ;Dróttning;;;
emperor_icelandic                                     ;        ;Keisari;;;
emperor_gothic                                        ;        ;Keisari;;;
emperor_norse                                         ;        ;Keisari;;;
emperor_danish                                        ;        ;Keisari;;;
emperor_swedish                                       ;        ;Keisari;;;
emperor_norwegian                                     ;        ;Keisari;;;
emperor_female_gothic                                 ;        ;Keisaraynja;;;
emperor_female_icelandic                              ;        ;Keisaraynja;;;
emperor_female_norse                                  ;        ;Keisaraynja;;;
emperor_female_danish                                 ;        ;Keisaraynja;;;
emperor_female_swedish                                ;        ;Keisaraynja;;;
emperor_female_norwegian                              ;        ;Keisaraynja;;;
baron_title_ruler_consort_gothic                      ;        ;Herra;;;
baron_title_ruler_consort_icelandic                   ;        ;Herra;;;
baron_title_ruler_consort_danish                      ;        ;Herra;;;
baron_title_ruler_consort_swedish                     ;        ;Herra;;;
baron_title_ruler_consort_norwegian                   ;        ;Herra;;;
baron_title_ruler_consort_female_gothic               ;        ;Frú;;;
baron_title_ruler_consort_female_icelandic            ;        ;Frú;;;
baron_title_ruler_consort_female_danish               ;        ;Frú;;;
baron_title_ruler_consort_female_swedish              ;        ;Frú;;;
baron_title_ruler_consort_female_norwegian            ;        ;Frú;;;
count_title_ruler_consort_gothic                      ;        ;Herra;;;
count_title_ruler_consort_icelandic                   ;        ;Herra;;;
count_title_ruler_consort_danish                      ;        ;Herra;;;
count_title_ruler_consort_swedish                     ;        ;Herra;;;
count_title_ruler_consort_norwegian                   ;        ;Herra;;;
count_title_ruler_consort_female_gothic               ;        ;Frú;;;
count_title_ruler_consort_female_icelandic            ;        ;Frú;;;
count_title_ruler_consort_female_danish               ;        ;Frú;;;
count_title_ruler_consort_female_swedish              ;        ;Frú;;;
count_title_ruler_consort_female_norwegian            ;        ;Frú;;;
duke_title_ruler_consort_gothic                       ;        ;Herra;;;
duke_title_ruler_consort_icelandic                    ;        ;Herra;;;
duke_title_ruler_consort_danish                       ;        ;Herra;;;
duke_title_ruler_consort_swedish                      ;        ;Herra;;;
duke_title_ruler_consort_norwegian                    ;        ;Herra;;;
duke_title_ruler_consort_female_gothic                ;        ;Frú;;;
duke_title_ruler_consort_female_icelandic             ;        ;Frú;;;
duke_title_ruler_consort_female_danish                ;        ;Frú;;;
duke_title_ruler_consort_female_swedish               ;        ;Frú;;;
duke_title_ruler_consort_female_norwegian             ;        ;Frú;;;
duke_title_ruler_consort_female_norse                 ;        ;Frú;;;
title_ruler_consort_gothic                            ;        ;Konungr;;;
title_ruler_consort_icelandic                         ;        ;Konungr;;;
title_ruler_consort_danish                            ;        ;Konungr;;;
title_ruler_consort_swedish                           ;        ;Konungr;;;
title_ruler_consort_norwegian                         ;        ;Konungr;;;
title_ruler_consort_norse                             ;        ;Konungr;;;
title_ruler_consort_female_gothic                     ;        ;Dróttning;;;
title_ruler_consort_female_icelandic                  ;        ;Dróttning;;;
title_ruler_consort_female_norse                      ;        ;Dróttning;;;
title_ruler_consort_female_danish                     ;        ;Dróttning;;;
title_ruler_consort_female_swedish                    ;        ;Dróttning;;;
title_ruler_consort_female_norwegian                  ;        ;Dróttning;;;
emperor_title_ruler_consort_danish                    ;        ;Keisari;;;
emperor_title_ruler_consort_swedish                   ;        ;Keisari;;;
emperor_title_ruler_consort_icelandic                 ;        ;Keisari;;;
emperor_title_ruler_consort_gothic                    ;        ;Keisari;;;
emperor_title_ruler_consort_norwegian                 ;        ;Keisari;;;
emperor_title_ruler_consort_norse                     ;        ;Keisari;;;
emperor_title_ruler_consort_female_danish             ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_swedish            ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_norwegian          ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_icelandic          ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_norse              ;        ;Keisaraynja;;;
emperor_title_ruler_consort_female_gothic             ;        ;Keisaraynja;;;
title_prince_swedish                                  ;        ;Prins;;;
title_prince_female_swedish                           ;        ;Prinsesse;;;
title_prince_danish                                   ;        ;Prins;;;
title_prince_female_danish                            ;        ;Prinsesse;;;
title_prince_norwegian                                ;        ;Prins;;;
title_prince_female_norwegian                         ;        ;Prinsesse;;;
duchy_of_icelandic                                    ;        ;Jarldom of;;Jarldom of;
duchy_of_gothic                                       ;        ;Jarldom of;;Jarldom of;
duchy_of_swedish                                      ;        ;Jarldom of;;Jarldom of;
