#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_aachen_adj;Aix-la-Chapelle;;;;;;;;;;;;;x
c_aalst_adj;Aalst;;;;;;;;;;;;;x
c_aargau_adj;Aargau;;;;;;;;;;;;;x
c_abensberg_adj;Abensberg;;;;;;;;;;;;;x
c_abivard_adj;Abivardi;;;;;;;;;;;;;x
c_absheron_adj;Abšarani;;;;;;;;;;;;;x
c_abuhammad_adj;Abu Hamad;;;;;;;;;;;;;x
c_abydos_adj_oghuz;Çanakkale;;;;;;;;;;;;;x
c_abydos_adj_turkish;Çanakkale;;;;;;;;;;;;;x
c_abydos_adj_turkmen;Çanakkale;;;;;;;;;;;;;x
c_adramyttion_adj;Aeolian;;;;;;;;;;;;;x
c_adramyttion_adj_oghuz;Edremit;;;;;;;;;;;;;x
c_adramyttion_adj_turkish;Edremit;;;;;;;;;;;;;x
c_adramyttion_adj_turkmen;Edremit;;;;;;;;;;;;;x
c_adrianopolis_adj;Edirne;;;;;;;;;;;;;x
c_adulis_adj;Adulis;;;;;;;;;;;;;x
c_agades_adj;Agadez;;;;;;;;;;;;;x
c_agder_adj;Agder;;;;;;;;;;;;;x
c_agrigento_adj;Butera;;;;;;;;;;;;;x
c_ahwaz_adj;Ahwazi;;;;;;;;;;;;;x
c_ainazawa_adj;Azawagh;;;;;;;;;;;;;x
c_ajadabiya_adj;Ajdabiya;;;;;;;;;;;;;x
c_ajayameru_adj;Ajayameri;;;;;;;;;;;;;x
c_akershus_adj;Vingulmark;;;;;;;;;;;;;x
c_akhyraous_adj;Mysian;;;;;;;;;;;;;x
c_akhyraous_adj_oghuz;Karasid;;;;;;;;;;;;;x
c_akhyraous_adj_turkish;Karasid;;;;;;;;;;;;;x
c_akhyraous_adj_turkmen;Karasid;;;;;;;;;;;;;x
c_akjoujt_adj;Akjoujt;;;;;;;;;;;;;x
c_al_alamayn_adj;Sallum;;;;;;;;;;;;;x
c_al_alamayn_adj_greek;Mersa Matruh;;;;;;;;;;;;;x
c_al_bichri_adj_greek;Circesium;;;;;;;;;;;;;x
c_al_djazair_adj;Algiers;;;;;;;;;;;;;x
c_al_jazira_adj;Cizre;;;;;;;;;;;;;x
c_alania_adj;Alanian;;;;;;;;;;;;;x
c_alava_adj;Álava;;;;;;;;;;;;;x
c_albi_adj;Albi;;;;;;;;;;;;;x
c_alcaraz_adj;Alcaraz;;;;;;;;;;;;;x
c_alencon_adj;Alençon;;;;;;;;;;;;;x
c_alexandretta_adj;Iskenderun;;;;;;;;;;;;;x
c_alexandria_adj;Alexandrian;;;;;;;;;;;;;x
c_alife_adj;Alifan;;;;;;;;;;;;;x
c_allaqi_adj;Wadi Allaqi;;;;;;;;;;;;;x
c_altmark_adj;Altmark;;;;;;;;;;;;;x
c_alvito_adj;Alvitan;;;;;;;;;;;;;x
c_alwa_adj;Alodian;;;;;;;;;;;;;x
c_amadiya_adj;Amadiya;;;;;;;;;;;;;x
c_amalfi_adj;Amalfitan;;;;;;;;;;;;;x
c_amasia_adj;Amaseian;;;;;;;;;;;;;x
c_amasia_adj_frankish;Amasya;;;;;;;;;;;;;x
c_amasia_adj_norman;Amasya;;;;;;;;;;;;;x
c_amasia_adj_oghuz;Amasya;;;;;;;;;;;;;x
c_amasia_adj_turkish;Amasya;;;;;;;;;;;;;x
c_amasia_adj_turkmen;Amasya;;;;;;;;;;;;;x
c_amastris_adj;Amasra;;;;;;;;;;;;;x
c_amida_adj_armenian;Tigranocerta;;;;;;;;;;;;;x
c_amida_adj_oghuz;Diyarbakir;;;;;;;;;;;;;x
c_amida_adj_turkish;Diyarbakir;;;;;;;;;;;;;x
c_amida_adj_turkmen;Diyarbakir;;;;;;;;;;;;;x
c_amisos_adj_oghuz;Canik;;;;;;;;;;;;;x
c_amisos_adj_turkish;Canik;;;;;;;;;;;;;x
c_amisos_adj_turkmen;Canik;;;;;;;;;;;;;x
c_amorion_adj;Amorian;;;;;;;;;;;;;x
c_anamur_adj;Anemurium;;;;;;;;;;;;;x
c_anamur_adj_andalusian_arabic;Mamure;;;;;;;;;;;;;x
c_anamur_adj_bedouin_arabic;Mamure;;;;;;;;;;;;;x
c_anamur_adj_egyptian_arabic;Mamure;;;;;;;;;;;;;x
c_anamur_adj_levantine_arabic;Mamure;;;;;;;;;;;;;x
c_anamur_adj_maghreb_arabic;Mamure;;;;;;;;;;;;;x
c_anamur_adj_oghuz;Anamur;;;;;;;;;;;;;x
c_anamur_adj_sicilian_arabic;Mamure;;;;;;;;;;;;;x
c_anamur_adj_turkish;Anamur;;;;;;;;;;;;;x
c_anamur_adj_turkmen;Anamur;;;;;;;;;;;;;x
c_ancona_adj;Anconitan;;;;;;;;;;;;;x
c_andechs_adj;Andechs;;;;;;;;;;;;;x
c_andria_adj;Andria;;;;;;;;;;;;;x
c_anglesey_adj;Anglesey;;;;;;;;;;;;;x
c_angot_adj;Angot;;;;;;;;;;;;;x
c_anhalt_adj;Anhaltian;;;;;;;;;;;;;x
c_annaba_adj;Annaba;;;;;;;;;;;;;x
c_anti-atlas_adj;Tin Mal;;;;;;;;;;;;;x
c_antibes_adj;Antibes;;;;;;;;;;;;;x
c_aosta_adj;Aostan;;;;;;;;;;;;;x
c_aoudaghost_adj;Aoudaghost;;;;;;;;;;;;;x
c_aprutium_adj;Abruzzese;;;;;;;;;;;;;x
c_apulia_adj;Melfi;;;;;;;;;;;;;x
c_aquileia_adj;Aquileian;;;;;;;;;;;;;x
c_aquino_adj;Aquinati;;;;;;;;;;;;;x
c_araouane_adj;Araouane;;;;;;;;;;;;;x
c_arbanon_adj;Arbanon;;;;;;;;;;;;;x
c_arbanon_adj_oghuz;Albanian;;;;;;;;;;;;;x
c_arbanon_adj_turkish;Albanian;;;;;;;;;;;;;x
c_arbanon_adj_turkmen;Albanian;;;;;;;;;;;;;x
c_arborea_adj;Arborean;;;;;;;;;;;;;x
c_arcadia_adj;Arcadian;;;;;;;;;;;;;x
c_arcadia_adj_oghuz;Tripoli;;;;;;;;;;;;;x
c_arcadia_adj_turkish;Tripoli;;;;;;;;;;;;;x
c_arcadia_adj_turkmen;Tripoli;;;;;;;;;;;;;x
c_archa_adj_andalusian_arabic;Afamiyya;;;;;;;;;;;;;x
c_archa_adj_bedouin_arabic;Afamiyya;;;;;;;;;;;;;x
c_archa_adj_egyptian_arabic;Afamiyya;;;;;;;;;;;;;x
c_archa_adj_frankish;Apamea;;;;;;;;;;;;;x
c_archa_adj_greek;Apamea;;;;;;;;;;;;;x
c_archa_adj_levantine_arabic;Afamiyya;;;;;;;;;;;;;x
c_archa_adj_maghreb_arabic;Afamiyya;;;;;;;;;;;;;x
c_archa_adj_norman;Apamea;;;;;;;;;;;;;x
c_archa_adj_sicilian_arabic;Afamiyya;;;;;;;;;;;;;x
c_archelais_adj;Colonian;;;;;;;;;;;;;x
c_archelais_adj_oghuz;Aksaray;;;;;;;;;;;;;x
c_archelais_adj_turkish;Aksaray;;;;;;;;;;;;;x
c_archelais_adj_turkmen;Aksaray;;;;;;;;;;;;;x
c_arezzo_adj;Aretine;;;;;;;;;;;;;x
c_arghiyan_adj;Arghiyani;;;;;;;;;;;;;x
c_argyll_adj;Argyll;;;;;;;;;;;;;x
c_arigh_adj;Oued Righ;;;;;;;;;;;;;x
c_arlon_adj;Arlon;;;;;;;;;;;;;x
c_arnsberg_adj;Arnsberg;;;;;;;;;;;;;x
c_aror_adj;Rohri;;;;;;;;;;;;;x
c_arrajan_adj;Arrajani;;;;;;;;;;;;;x
c_arran_adj;Albanian;;;;;;;;;;;;;x
c_artaani_adj;Ardahan;;;;;;;;;;;;;x
c_artois_adj;Artois;;;;;;;;;;;;;x
c_artsakh_adj;Artsakhian;;;;;;;;;;;;;x
c_artsakh_adj_armenian;Khachenian;;;;;;;;;;;;;x
c_asas_adj_greek;Al-Raqqah;;;;;;;;;;;;;x
c_ashli_adj;Ashli;;;;;;;;;;;;;x
c_ashli_adj_slovieni;Oshelian;;;;;;;;;;;;;x
c_asirgarh_adj;Asirgarhi;;;;;;;;;;;;;x
c_asmena_adj;Ashmyany;;;;;;;;;;;;;x
c_asni_adj;Asni;;;;;;;;;;;;;x
c_assab_adj;Assab;;;;;;;;;;;;;x
c_asti_adj;Astigiani;;;;;;;;;;;;;x
c_aswan_adj;Aswan;;;;;;;;;;;;;x
c_asyut_adj;Asyut;;;;;;;;;;;;;x
c_atholl_adj;Atholl;;;;;;;;;;;;;x
c_atlas_mnt_adj;Tiaret;;;;;;;;;;;;;x
c_attaleia_adj_oghuz;Antalya;;;;;;;;;;;;;x
c_attaleia_adj_turkish;Antalya;;;;;;;;;;;;;x
c_attaleia_adj_turkmen;Antalya;;;;;;;;;;;;;x
c_attundaland_adj;Attundaland;;;;;;;;;;;;;x
c_atzele_adj;Atzele;;;;;;;;;;;;;x
c_augsburg_adj;;;;;;;;;;;;;;x
c_aunis_adj;Aunis;;;;;;;;;;;;;x
c_auxois_adj;Auxois;;;;;;;;;;;;;x
c_avila_adj;Ávila;;;;;;;;;;;;;x
c_awkar_adj;Awkar;;;;;;;;;;;;;x
c_ayaguz_adj;Ayaguzi;;;;;;;;;;;;;x
c_aydhab_adj;‘Aydhab;;;;;;;;;;;;;x
c_az_zarqa_adj_greek;Azraq;;;;;;;;;;;;;x
c_azov_adj;Azovian;;;;;;;;;;;;;x
c_azov_adj_arberian;Don;;;;;;;;;;;;;x
c_azov_adj_armenian;Don;;;;;;;;;;;;;x
c_azov_adj_bolghar;Don;;;;;;;;;;;;;x
c_azov_adj_central_italian;Tana;;;;;;;;;;;;;x
c_azov_adj_corsican;Tana;;;;;;;;;;;;;x
c_azov_adj_crimean_gothic;Don;;;;;;;;;;;;;x
c_azov_adj_dalmatian;Tana;;;;;;;;;;;;;x
