#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PROV271;Vestfold;;;;;;;;;;;;;x
PROV272;Vingulmark;;;;;;;;;;;;;x
PROV296;Ranrike;;;;;;;;;;;;;x
PROV270;Telemark;;;;;;;;;;;;;x
PROV268;Agder;;;;;;;;;;;;;x
PROV274;Hordaland;;;;;;;;;;;;;x
PROV269;Ryfylke;;;;;;;;;;;;;x
PROV391;Nordmøre;;;;;;;;;;;;;x
PROV275;Uttrøndelag;;;;;;;;;;;;;x
PROV278;Hålogaland;;;;;;;;;;;;;x
PROV277;Namdalen;;;;;;;;;;;;;x
PROV389;Finnmark;;;;;;;;;;;;;x
PROV276;Hedmark;;;;;;;;;;;;;x
PROV282;Jämtland;;;;;;;;;;;;;x
PROV284;Härjedalen;;;;;;;;;;;;;x
PROV273;Ringerike;;;;;;;;;;;;;x
PROV6;Blekinge;;;;;;;;;;;;;x
PROV264;Istedsyssel;;;;;;;;;;;;;x
PROV265;Funen;;;;;;;;;;;;;x
PROV266;North Zealand;;;;;;;;;;;;;x
PROV267;Åbosyssel;;;;;;;;;;;;;x
PROV302;Southern Halland;;;;;;;;;;;;;x
PROV303;Western Scania;;;;;;;;;;;;;x
PROV305;Bornholm;;;;;;;;;;;;;x
PROV298;Njudung;;;;;;;;;;;;;x
PROV294;Närke;;;;;;;;;;;;;x
PROV297;Lödöse;;;;;;;;;;;;;x
PROV288;Värmland;;;;;;;;;;;;;x
PROV285;Alir;;;;;;;;;;;;;x
PROV283;Sunded;;;;;;;;;;;;;x
PROV280;Norrland;;;;;;;;;;;;;x
PROV290;Tiundaland;;;;;;;;;;;;;x
PROV292;Södermanland;;;;;;;;;;;;;x
PROV293;Östergötland;;;;;;;;;;;;;x
PROV529;Plock;;;;;;;;;;;;;x
PROV530;Czersk;;;;;;;;;;;;;x
PROV1314;Rawa;;;;;;;;;;;;;x
PROV431;Poznan;;;;;;;;;;;;;x
PROV429;Gniezno;;;;;;;;;;;;;x
PROV432;Kalisz;;;;;;;;;;;;;x
PROV527;Krakow;;;;;;;;;;;;;x
PROV532;Stary Sacz;;;;;;;;;;;;;x
PROV528;Sieradz;;;;;;;;;;;;;x
PROV1315;Leczyca;;;;;;;;;;;;;x
PROV531;Sandomierz;;;;;;;;;;;;;x
PROV996;Wislica;;;;;;;;;;;;;x
PROV435;Glogów;;;;;;;;;;;;;x
PROV434;Wroclaw;;;;;;;;;;;;;x
PROV433;Opole;;;;;;;;;;;;;x
PROV999;Legnica;;;;;;;;;;;;;x
PROV526;Racibórz;;;;;;;;;;;;;x
PROV1055;Inowroclaw;;;;;;;;;;;;;x
PROV428;Brzesc;;;;;;;;;;;;;x
PROV459;Krk;;;;;;;;;;;;;x
PROV460;Zagorje;;;;;;;;;;;;;x
