job_chancellor_greek;Logothete of the Course;;;;;;;;;;;;;
job_marshal_greek;Grand Domestic;;;;;;;;;;;;;
job_treasurer_greek;Megas Logothetes;;;;;;;;;;;;;
job_chancellor_welsh;Chamberlain;;;;;;;;;;;;;
job_marshal_welsh;Penteulu;;;;;;;;;;;;;
job_treasurer_welsh;Distain;;;;;;;;;;;;;
job_spiritual_welsh;Offeiriad Teulu;;;;;;;;;;;;;
job_chancellor_swedish;Chancellor;;;;;;;;;;;;;
job_marshal_swedish;Marshal;;;;;;;;;;;;;
job_treasurer_swedish;Druhtinaz;;;;;;;;;;;;;
job_chancellor_danish;Chancellor;;;;;;;;;;;;;
job_marshal_danish;Marshal;;;;;;;;;;;;;
job_treasurer_danish;Druhtinaz;;;;;;;;;;;;;
job_chancellor_norwegian;Chancellor;;;;;;;;;;;;;
job_marshal_norwegian;Marshal;;;;;;;;;;;;;
job_treasurer_norwegian;Druhtinaz;;;;;;;;;;;;;
job_chancellor_scottish;Great Chamberlain;;;;;;;;;;;;;
job_marshal_scottish;Marischal;;;;;;;;;;;;;
job_treasurer_scottish;High Steward;;;;;;;;;;;;;
job_chancellor_english;Lord Chancellor;;;;;;;;;;;;;
job_marshal_english;Lord Constable;;;;;;;;;;;;;
job_treasurer_english;Lord Steward;;;;;;;;;;;;;
job_spiritual_saxon;Chaplain;;;;;;;;;;;;;
job_chancellor_frankish;Chancellor;;;;;;;;;;;;;
job_marshal_frankish;Constable;;;;;;;;;;;;;
job_treasurer_frankish;Seneschal;;;;;;;;;;;;;
job_chancellor_occitan;Chancellor;;;;;;;;;;;;;
job_marshal_occitan;Constable;;;;;;;;;;;;;
job_treasurer_occitan;Seneschal;;;;;;;;;;;;;
job_marshal_castillan;Alférez;;;;;;;;;;;;;
job_chancellor_catalan;Chancellor;;;;;;;;;;;;;
job_marshal_catalan;Seneschal;;;;;;;;;;;;;
job_spymaster_catalan;Torsimany;;;;;;;;;;;;;
job_treasurer_catalan;Mestre Racional;;;;;;;;;;;;;
job_spiritual_catalan;Confessor;;;;;;;;;;;;;
