RETTYPE_CUL_KARANTANCI;Knight;;;;;;;;;;;;;
RETTYPE_CUL_MORAVIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_POMMERANIAN;Druzhina;;;;;;;;;;;;;
RETTYPE_CUL_CROATIAN;Uskok;;;;;;;;;;;;;
RETTYPE_CUL_BOSNIAN;Vlastela;;;;;;;;;;;;;
RETTYPE_CUL_SERBIAN;Vlastela;;;;;;;;;;;;;
RETTYPE_CUL_BULGARIAN;Boyar;;;;;;;;;;;;;
RETTYPE_CUL_BOHEMIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_ROMANIAN;Calarasi;;;;;;;;;;;;;
RETTYPE_CUL_HUNG;Banderium;;;;;;;;;;;;;
RETTYPE_CUL_FINNO_UGRIC;Warrior of Lempo;;;;;;;;;;;;;
RETTYPE_CUL_BALT;Warrior of Perkunas;;;;;;;;;;;;;
RETTYPE_CUL_NORMAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_SOUTH_SLA;Hussar;;;;;;;;;;;;;
RETTYPE_CUL_BRETTON;Knight;;;;;;;;;;;;;
RETTYPE_CUL_SCOT;Sheltron;;;;;;;;;;;;;
RETTYPE_CUL_IRISH;Gallowglass;;;;;;;;;;;;;
RETTYPE_CUL_NORSEGAELIC;Gallowglass;;;;;;;;;;;;;
RETTYPE_CUL_CORNISH;Knight;;;;;;;;;;;;;
RETTYPE_CUL_WELSH;Longbow;;;;;;;;;;;;;
RETTYPE_CUL_ENG;Longbow;;;;;;;;;;;;;
RETTYPE_CUL_FRISIAN;Goedendag Burgerwacht;;;;;;;;;;;;;
RETTYPE_CUL_ANGLONORSE;Housecarl;;;;;;;;;;;;;
RETTYPE_CUL_SAXON;Housecarl;;;;;;;;;;;;;
RETTYPE_CUL_NORWEGIAN;Housecarl;;;;;;;;;;;;;
RETTYPE_CUL_DANISH;Housecarl;;;;;;;;;;;;;
RETTYPE_CUL_GOTHIC;Housecarl;;;;;;;;;;;;;
RETTYPE_CUL_SWEDISH;Housecarl;;;;;;;;;;;;;
RETTYPE_CUL_DUTCH;Goedendag Burgerwacht;;;;;;;;;;;;;
RETTYPE_CUL_GERMAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_RUS;Druzhina;;;;;;;;;;;;;
RETTYPE_CUL_POLISH;Druzhina;;;;;;;;;;;;;
RETTYPE_CUL_LITHUANIAN;Warrior of Perkunas;;;;;;;;;;;;;
RETTYPE_CUL_E_AFR;Guard;;;;;;;;;;;;;
RETTYPE_CUL_IRANIAN;Khwarezmiyya;;;;;;;;;;;;;
RETTYPE_CUL_MONGOL;Kheshig;;;;;;;;;;;;;
RETTYPE_CUL_BYZ;Cataphract;;;;;;;;;;;;;
RETTYPE_CUL_TURKISH;Sipahi;;;;;;;;;;;;;
RETTYPE_CUL_ALTAIC;Kheshig;;;;;;;;;;;;;
RETTYPE_CUL_GEORGIAN;Royal Cavalry;;;;;;;;;;;;;
RETTYPE_CUL_ITA;Knight;;;;;;;;;;;;;
RETTYPE_CUL_SARDINIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_SICILIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_CORSICAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_CENTRAL_ITALIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_SOUTHER_ITALIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_NEAPOLITAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_TUSCAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_LIGURIAN;Genoese Crossbowman;;;;;;;;;;;;;
RETTYPE_CUL_ARPITAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_VENETIAN;Oltremarino;;;;;;;;;;;;;
RETTYPE_CUL_LANGOBARDISCH;Spatharios;;;;;;;;;;;;;
RETTYPE_CUL_N_AFR;Zenata;;;;;;;;;;;;;
RETTYPE_CUL_ARAB;Knight;;;;;;;;;;;;;
RETTYPE_CUL_CATALAN;Almogavar;;;;;;;;;;;;;
RETTYPE_CUL_ANDALUSIAN;Zenata;;;;;;;;;;;;;
RETTYPE_CUL_CASTILLIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_PORTUGESE;Knight;;;;;;;;;;;;;
RETTYPE_CUL_GALICIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_OCCTIAN;Knight;;;;;;;;;;;;;
RETTYPE_CUL_ARAGONESE;Knight;;;;;;;;;;;;;
RETTYPE_CUL_LEONESE;Knight;;;;;;;;;;;;;
RETTYPE_CUL_FRANKISH;Knight;;;;;;;;;;;;;
RETTYPE_CUL_ALBANIAN;Stradioti;;;;;;;;;;;;;
RETTYPE_CUL_ARMENIAN;Nakharar;;;;;;;;;;;;;
RETTYPE_CUL_BASQUE;Knight;;;;;;;;;;;;;
RETTYPE_CUL_ESTONIAN;Malev;;;;;;;;;;;;;
RETTYPE_CUL_ROMAN;Praetorian Guard;;;;;;;;;;;;;
RETTYPE_CUL_AVAR;Sclaveni;;;;;;;;;;;;;
RETTYPE_CUL_NORSE;Housecarl;;;;;;;;;;;;;
RETTYPE_CUL_BEDOUIN_NOMAD;Bedouin Tribe;;;;;;;;;;;;;
